file,element,role,pair,rhythm_jaccard,same_rhythm_mask,density_ratio,velocity_p50_delta,register_width_delta,sound_same
Factory Styles/Modern Gospel 2.mid,Fill 2,ACC1,CV1-CV2,1.0,True,1.0666666666666667,-0.5,0,True
Factory Styles/Modern Gospel 2.mid,Fill 2,ACC2,CV1-CV2,0.8823529411764706,False,1.0,0.0,4,True
Factory Styles/Modern Gospel 2.mid,Fill 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Modern Gospel 2.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,ACC1,CV1-CV2,0.85,False,0.9666666666666667,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,ACC4,CV1-CV2,1.0,True,1.013157894736842,2.5,0,True
Factory Styles/Modern Gospel 2.mid,Ending 1,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 3,DRUM,CV1-CV2,0.9375,False,1.0,-2.5,-1,True
Factory Styles/Modern Gospel 2.mid,Ending 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 3,BASS,CV1-CV2,0.7777777777777778,False,1.0,0.0,5,True
Factory Styles/Modern Gospel 2.mid,Ending 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Modern Gospel 2.mid,Ending 3,ACC3,CV1-CV2,0.34210526315789475,False,0.5714285714285714,21.0,-16,True
Factory Styles/Modern Latin.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.9775280898876404,0.0,0,True
Factory Styles/Modern Latin.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.9915966386554622,0.0,0,True
Factory Styles/Modern Latin.mid,Intro 1,BASS,CV1-CV2,0.16666666666666666,False,0.48,4.0,-86,True
Factory Styles/Modern Latin.mid,Intro 1,ACC1,CV1-CV2,0.7142857142857143,False,1.7398373983739837,7.0,8,True
Factory Styles/Modern Latin.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.8732394366197183,0.0,1,True
Factory Styles/Modern Latin.mid,Intro 1,ACC3,CV1-CV2,1.0,True,1.8923076923076922,3.0,1,True
Factory Styles/Modern Latin.mid,Intro 1,ACC4,CV1-CV2,0.375,False,0.6923076923076923,19.0,-45,True
Factory Styles/Modern Latin.mid,Ending 1,DRUM,CV1-CV2,1.0,True,0.8763326226012792,0.0,0,True
Factory Styles/Modern Latin.mid,Ending 1,PERC,CV1-CV2,1.0,True,0.8892307692307693,0.0,0,True
Factory Styles/Modern Latin.mid,Ending 1,BASS,CV1-CV2,0.5,False,0.28,24.0,-85,True
Factory Styles/Modern Latin.mid,Ending 1,ACC1,CV1-CV2,0.3,False,1.393063583815029,-3.0,5,True
Factory Styles/Modern Latin.mid,Ending 1,ACC2,CV1-CV2,0.8181818181818182,False,0.9060402684563758,0.0,-3,True
Factory Styles/Modern Latin.mid,Ending 1,ACC3,CV1-CV2,0.8888888888888888,False,0.9197080291970804,3.0,1,True
Factory Styles/Modern Latin.mid,Ending 1,ACC4,CV1-CV2,0.375,False,0.6923076923076924,19.0,-45,True
Factory Styles/Modern Latin.mid,Ending 1,ACC5,CV1-CV2,1.0,True,0.43750000000000006,15.0,11,True
Factory Styles/Moonlight Ballad.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0454545454545454,0.0,-3,True
Factory Styles/Moonlight Ballad.mid,Variation 1,BASS,CV1-CV3,1.0,True,1.0454545454545454,0.0,-3,True
Factory Styles/Moonlight Ballad.mid,Variation 1,ACC1,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,ACC1,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,ACC3,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 1,ACC3,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,BASS,CV1-CV2,0.625,False,1.2272727272727273,0.0,55,True
Factory Styles/Moonlight Ballad.mid,Variation 2,BASS,CV1-CV3,1.0,True,1.0454545454545454,0.0,-3,True
Factory Styles/Moonlight Ballad.mid,Variation 2,ACC1,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,ACC1,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,ACC3,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 2,ACC3,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,BASS,CV1-CV2,0.625,False,1.08,0.0,53,True
Factory Styles/Moonlight Ballad.mid,Variation 3,BASS,CV1-CV3,0.625,False,1.08,0.0,53,True
Factory Styles/Moonlight Ballad.mid,Variation 3,ACC1,CV1-CV2,0.875,False,1.0120481927710843,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,ACC1,CV1-CV3,0.875,False,1.0120481927710843,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,ACC3,CV1-CV2,0.875,False,1.0120481927710843,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 3,ACC3,CV1-CV3,0.875,False,1.0120481927710843,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Moonlight Ballad.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,0.0,2,True
Factory Styles/Moonlight Ballad.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,ACC1,CV1-CV3,0.9,False,0.9789473684210527,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Variation 4,ACC3,CV1-CV3,0.9,False,0.9789473684210527,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Intro 1,BASS,CV1-CV2,0.5,False,1.1666666666666667,0.0,64,True
Factory Styles/Moonlight Ballad.mid,Intro 1,ACC2,CV1-CV2,0.72,False,1.1370967741935485,4.0,4,True
Factory Styles/Moonlight Ballad.mid,Intro 1,ACC3,CV1-CV2,0.8125,False,0.9090909090909091,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Fill 1,DRUM,CV1-CV2,0.6153846153846154,False,1.1428571428571428,-1.0,0,True
Factory Styles/Moonlight Ballad.mid,Fill 1,PERC,CV1-CV2,0.6666666666666666,False,1.1428571428571428,5.5,0,True
Factory Styles/Moonlight Ballad.mid,Fill 1,BASS,CV1-CV2,0.5,False,1.0,8.0,0,True
Factory Styles/Moonlight Ballad.mid,Fill 1,ACC1,CV1-CV2,0.875,False,1.0833333333333333,11.0,-5,True
Factory Styles/Moonlight Ballad.mid,Fill 1,ACC3,CV1-CV2,0.875,False,1.0833333333333333,11.0,-5,True
Factory Styles/Moonlight Ballad.mid,Fill 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Fill 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Fill 2,BASS,CV1-CV2,0.75,False,1.0,0.0,7,True
Factory Styles/Moonlight Ballad.mid,Fill 2,ACC1,CV1-CV2,0.75,False,1.1111111111111112,0.0,9,True
Factory Styles/Moonlight Ballad.mid,Fill 2,ACC3,CV1-CV2,0.75,False,1.1111111111111112,0.0,9,True
Factory Styles/Moonlight Ballad.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Moonlight Ballad.mid,Ending 1,BASS,CV1-CV2,0.8333333333333334,False,1.0454545454545452,4.5,7,True
Factory Styles/Moonlight Ballad.mid,Ending 1,ACC2,CV1-CV2,0.42857142857142855,False,1.2096774193548387,2.0,3,True
Factory Styles/Moonlight Ballad.mid,Ending 1,ACC3,CV1-CV2,0.7,False,0.863013698630137,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,0.0,4,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,-9,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,0.0,5,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.1,0.5,-8,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,BASS,CV1-CV2,0.8571428571428571,False,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Variation 4,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 1,BASS,CV1-CV2,1.0,True,0.9166666666666666,0.5,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Intro 1,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,BASS,CV1-CV2,1.0,True,0.6785714285714286,3.0,7,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Intro 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Fill 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,DRUM,CV1-CV2,0.7368421052631579,False,1.325,5.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,PERC,CV1-CV2,0.5,False,0.9090909090909092,-6.0,28,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,BASS,CV1-CV2,0.3333333333333333,False,1.0,7.0,-7,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,ACC1,CV1-CV2,0.3076923076923077,False,6.0,4.0,9,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,ACC2,CV1-CV2,0.2727272727272727,False,1.2692307692307694,-3.0,19,True
Factory Styles/Motown Shuffle 1.mid,Ending 1,ACC3,CV1-CV2,0.35,False,1.236842105263158,-6.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Ending 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 2,BASS,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Motown Shuffle 1.mid,Ending 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Motown Shuffle 1.mid,Ending 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 1.mid,Ending 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,3,True
Factory Styles/Motown Shuffle 2.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Motown Shuffle 2.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,-7.0,3,True
Factory Styles/Motown Shuffle 2.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.3333333333333333,-4.0,7,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,0.0,7,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,-7.0,3,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.3333333333333333,-4.0,7,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,ACC4,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Variation 2,ACC5,CV1-CV2,1.0,True,1.0,0.0,-3,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,PERC,CV1-CV2,0.6818181818181818,False,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,-5,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,-7.0,3,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 3,ACC4,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,BASS,CV1-CV2,1.0,True,0.96875,1.5,-3,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,-7.0,3,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,ACC4,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Variation 4,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,BASS,CV1-CV2,0.7333333333333333,False,1.0,0.0,-2,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,ACC3,CV1-CV2,0.8333333333333334,False,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,ACC4,CV1-CV2,1.0,True,1.0,0.0,5,True
Factory Styles/Motown Shuffle 2.mid,Intro 1,ACC5,CV1-CV2,0.8125,False,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Intro 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Intro 2,BASS,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Intro 2,ACC3,CV1-CV2,1.0,True,1.3333333333333333,0.0,1,True
Factory Styles/Motown Shuffle 2.mid,Intro 2,ACC4,CV1-CV2,0.7,False,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Fill 1,DRUM,CV1-CV2,0.6363636363636364,False,0.7857142857142857,11.0,0,True
Factory Styles/Motown Shuffle 2.mid,Fill 1,BASS,CV1-CV2,0.3333333333333333,False,1.6666666666666667,-3.0,12,True
Factory Styles/Motown Shuffle 2.mid,Fill 1,ACC1,CV1-CV2,0.2,False,6.25,-1.0,11,True
Factory Styles/Motown Shuffle 2.mid,Fill 1,ACC3,CV1-CV2,0.25,False,2.5,7.5,15,True
Factory Styles/Motown Shuffle 2.mid,Fill 1,ACC5,CV1-CV2,0.2,False,3.0,40.0,12,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,DRUM,CV1-CV2,0.3076923076923077,False,0.9166666666666666,-16.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,BASS,CV1-CV2,0.1,False,1.2,-13.5,-5,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,ACC1,CV1-CV2,0.14285714285714285,False,3.625,-6.0,5,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,ACC2,CV1-CV2,0.05555555555555555,False,0.375,14.0,0,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,ACC3,CV1-CV2,0.0,False,2.6666666666666665,-21.0,-56,True
Factory Styles/Motown Shuffle 2.mid,Fill 2,ACC5,CV1-CV2,0.1,False,4.0,5.0,10,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,BASS,CV1-CV2,0.8461538461538461,False,1.0,0.0,-2,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,ACC3,CV1-CV2,0.8333333333333334,False,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 1,ACC5,CV1-CV2,0.6,False,1.1063829787234043,-4.0,5,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,BASS,CV1-CV2,1.0,True,0.64,2.0,7,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,ACC1,CV1-CV2,1.0,True,1.0,-21.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Ending 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,BASS,CV1-CV2,1.0,True,1.0,-6.0,7,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,ACC1,CV1-CV2,1.0,True,1.0,-17.0,0,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Motown Shuffle 2.mid,Ending 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Movie Ballad.mid,Intro 1,DRUM,CV1-CV2,0.78125,False,0.5208333333333334,-8.0,-12,True
Factory Styles/Movie Ballad.mid,Intro 1,PERC,CV1-CV2,0.7,False,1.2083333333333333,12.0,-79,True
Factory Styles/Movie Ballad.mid,Intro 1,BASS,CV1-CV2,0.0,False,2.666666666666667,-29.0,5,True
Factory Styles/Movie Ballad.mid,Intro 1,ACC1,CV1-CV2,0.9,False,1.054054054054054,8.0,-13,True
Factory Styles/Movie Ballad.mid,Intro 1,ACC2,CV1-CV2,0.22448979591836735,False,0.3608247422680413,-2.0,-12,True
Factory Styles/Movie Ballad.mid,Intro 1,ACC3,CV1-CV2,0.375,False,1.0333333333333334,-3.0,-7,True
Factory Styles/Movie Ballad.mid,Intro 1,ACC4,CV1-CV2,0.7741935483870968,False,0.6486486486486486,-14.5,-2,True
Factory Styles/Movie Ballad.mid,Intro 1,ACC5,CV1-CV2,0.375,False,0.6842105263157895,-15.0,-2,True
Factory Styles/Movie Ballad.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Movie Ballad.mid,Ending 1,PERC,CV1-CV2,1.0,True,0.8125,-1.0,0,True
Factory Styles/Movie Ballad.mid,Ending 1,BASS,CV1-CV2,0.5,False,1.5,-4.0,-3,True
Factory Styles/Movie Ballad.mid,Ending 1,ACC1,CV1-CV2,1.0,True,0.7977528089887641,4.0,-15,True
Factory Styles/Movie Ballad.mid,Ending 1,ACC2,CV1-CV2,0.38461538461538464,False,0.5084745762711864,-16.0,-7,True
Factory Styles/Movie Ballad.mid,Ending 1,ACC3,CV1-CV2,0.3333333333333333,False,0.8125,11.5,-4,True
Factory Styles/Movie Ballad.mid,Ending 1,ACC4,CV1-CV2,1.0,True,0.9285714285714285,-1.5,-3,True
Factory Styles/Movie Ballad.mid,Ending 1,ACC5,CV1-CV2,0.3333333333333333,False,0.6923076923076924,-7.0,5,True
Factory Styles/Movie Swing.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Movie Swing.mid,Variation 1,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Movie Swing.mid,Variation 1,BASS,CV1-CV2,0.2727272727272727,False,1.0,2.0,1,True
