msb,lsb,program,sound,styles,roles,elements,counts,cc_thresholds,pitchbend,aftertouch,nrpn,rpn
121,2,102,Echo Pan,2,"[[""ACC5"",2679],[""ACC3"",45]]","[[""Variation 4"",972],[""Variation 3"",483],[""Intro 1"",353],[""Ending 1"",281],[""Variation 2"",198],[""Variation 1"",96],[""Intro 2"",90],[""Ending 2"",89],[""Fill 2"",65],[""Break"",34],[""Fill 1"",30],[""Ending 3"",30],[""Intro 3"",3]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:32"":21,""cc:22"":15}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,57,Pitch Trombone,1,"[[""ACC2"",2842]]","[[""Variation 3"",576],[""Variation 4"",498],[""Variation 2"",408],[""Ending 1"",405],[""Intro 1"",347],[""Ending 2"",134],[""Variation 1"",122],[""Fill 1"",105],[""Fill 2"",95],[""Intro 2"",78],[""Ending 3"",46],[""Break"",25],[""Intro 3"",3]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:32"":22,""cc:22"":14}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,97,Elektro Kit 2,1,"[[""DRUM"",2716]]","[[""Variation 4"",516],[""Variation 3"",474],[""Variation 2"",438],[""Variation 1"",348],[""Intro 1"",269],[""Ending 1"",229],[""Ending 2"",113],[""Fill 2"",93],[""Intro 2"",72],[""Ending 3"",50],[""Fill 1"",48],[""Intro 3"",34],[""Break"",32]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:32"":22,""cc:22"":14}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,16,Drawbars Fast V.,5,"[[""ACC5"",903],[""ACC4"",380],[""ACC2"",279]]","[[""Variation 4"",979],[""Variation 2"",214],[""Variation 3"",162],[""Ending 1"",120],[""Ending 2"",23],[""Ending 3"",15],[""Fill 1"",14],[""Intro 1"",8],[""Intro 2"",8],[""Intro 3"",8],[""Fill 2"",7],[""Break"",4]]","{""cc:22"":48,""cc:11"":16,""cc:7"":16,""cc:0"":16,""cc:32"":6}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,115,Castanets,1,"[[""PERC"",3890]]","[[""Intro 1"",1111],[""Ending 1"",637],[""Variation 3"",372],[""Variation 2"",360],[""Variation 4"",344],[""Variation 1"",294],[""Intro 2"",186],[""Fill 2"",155],[""Fill 1"",117],[""Ending 2"",102],[""Break"",78],[""Ending 3"",76],[""Intro 3"",58]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:32"":22,""cc:22"":14}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,16,56,Trumpet Pro 3,3,"[[""ACC5"",359],[""ACC3"",304],[""ACC4"",7]]","[[""Ending 1"",174],[""Ending 2"",118],[""Variation 4"",116],[""Ending 3"",68],[""Variation 3"",58],[""Fill 2"",45],[""Fill 1"",31],[""Intro 1"",29],[""Break"",25],[""Intro 2"",3],[""Intro 3"",3]]","{""cc:11"":21,""cc:7"":21,""cc:0"":21,""cc:32"":20,""cc:22"":17}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,12,Room Kit 2,2,"[[""DRUM"",1333],[""PERC"",1000]]","[[""Variation 3"",520],[""Variation 4"",472],[""Ending 1"",290],[""Variation 2"",270],[""Intro 1"",245],[""Ending 2"",115],[""Ending 3"",94],[""Fill 1"",67],[""Fill 2"",65],[""Intro 3"",59],[""Variation 1"",56],[""Intro 2"",49],[""Break"",31]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:32"":22,""cc:22"":11}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,60,French Horn GM,3,"[[""ACC2"",699],[""ACC5"",73],[""ACC4"",19]]","[[""Intro 1"",512],[""Ending 1"",109],[""Ending 2"",42],[""Intro 2"",34],[""Variation 4"",34],[""Variation 2"",16],[""Ending 3"",14],[""Break"",9],[""Fill 2"",8],[""Intro 3"",5],[""Fill 1"",5],[""Variation 3"",3]]","{""cc:22"":33,""cc:11"":16,""cc:7"":16,""cc:0"":16,""cc:32"":13,""cc:64"":5}","{""64"":{""n"":5,""ge64"":2,""zero"":3,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,52,Ooh Voices,5,"[[""ACC3"",489],[""ACC2"",243],[""ACC4"",240],[""ACC5"",82]]","[[""Variation 2"",320],[""Ending 1"",243],[""Variation 3"",146],[""Intro 1"",127],[""Variation 1"",72],[""Ending 2"",54],[""Variation 4"",36],[""Ending 3"",35],[""Fill 2"",6],[""Intro 2"",4],[""Intro 3"",4],[""Fill 1"",4],[""Break"",3]]","{""cc:11"":20,""cc:7"":20,""cc:0"":20,""cc:32"":8,""cc:22"":28,""pb"":2}",{},"{""n"":2,""nonzero"":1,""positive"":1,""negative"":0,""zero"":1,""max_abs"":8064,""summary"":{""min"":0.0,""p01"":80.64,""p05"":403.2,""p10"":806.4,""p25"":2016.0,""p50"":4032.0,""p75"":6048.0,""p90"":7257.6,""p95"":7660.8,""p99"":7983.36,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,28,21,Steirisch.Akk.4,2,"[[""ACC5"",1244]]","[[""Intro 1"",344],[""Ending 1"",300],[""Ending 2"",130],[""Intro 2"",87],[""Variation 3"",74],[""Variation 4"",74],[""Ending 3"",74],[""Variation 2"",66],[""Fill 2"",54],[""Break"",22],[""Fill 1"",15],[""Intro 3"",4]]","{""cc:11"":20,""cc:7"":20,""cc:0"":20,""cc:32"":20,""cc:22"":18}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,,,37,"[[""BASS"",23],[""ACC2"",23],[""ACC4"",18],[""ACC5"",16],[""ACC1"",14],[""ACC3"",3]]","[[""Variation 1"",48],[""Intro 1"",16],[""Variation 2"",15],[""Variation 3"",10],[""Variation 4"",5],[""Ending 1"",2],[""Fill 2"",1]]","{""cc:32"":97}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,14,,,38,"[[""ACC2"",43],[""ACC3"",29],[""ACC5"",11],[""ACC1"",9],[""ACC4"",5]]","[[""Variation 1"",55],[""Variation 3"",15],[""Intro 1"",13],[""Variation 2"",7],[""Variation 4"",3],[""Ending 1"",3],[""Fill 2"",1]]","{""cc:32"":97}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,24,61,Double Brass,1,"[[""ACC2"",616]]","[[""Variation 3"",186],[""Variation 4"",156],[""Fill 2"",132],[""Variation 2"",60],[""Variation 1"",52],[""Fill 1"",16],[""Intro 1"",6],[""Ending 1"",6],[""Break"",2]]","{""pb"":16,""cc:11"":12,""cc:7"":12,""cc:0"":12,""cc:32"":8,""cc:1"":34,""cc:22"":2}","{""1"":{""n"":34,""ge64"":0,""zero"":2,""max"":51}}","{""n"":16,""nonzero"":8,""positive"":0,""negative"":8,""zero"":8,""max_abs"":4096,""summary"":{""min"":-4096.0,""p01"":-4096.0,""p05"":-4096.0,""p10"":-4096.0,""p25"":-4096.0,""p50"":-2048.0,""p75"":0.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,14,61,Dyna Brass 1,3,"[[""ACC5"",1207]]","[[""Intro 1"",348],[""Ending 1"",336],[""Ending 2"",153],[""Variation 4"",136],[""Fill 2"",84],[""Variation 3"",64],[""Ending 3"",45],[""Intro 2"",23],[""Break"",10],[""Intro 3"",4],[""Fill 1"",4]]","{""cc:22"":25,""cc:11"":17,""cc:7"":17,""cc:0"":17,""cc:32"":17}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,105,Oud 2,1,"[[""ACC2"",1139]]","[[""Variation 4"",240],[""Ending 1"",189],[""Intro 1"",169],[""Variation 1"",120],[""Variation 2"",108],[""Variation 3"",108],[""Fill 2"",97],[""Ending 2"",46],[""Fill 1"",27],[""Ending 3"",26],[""Intro 2"",3],[""Intro 3"",3],[""Break"",3]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":19,""cc:22"":17}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,101,Digi Ice Pad,1,"[[""ACC3"",339]]","[[""Ending 1"",53],[""Variation 2"",48],[""Variation 3"",48],[""Variation 4"",48],[""Variation 1"",36],[""Fill 1"",21],[""Fill 2"",21],[""Ending 2"",20],[""Ending 3"",14],[""Intro 2"",12],[""Break"",12],[""Intro 1"",3],[""Intro 3"",3]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":19,""cc:22"":17}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,28,AcousticPiano GM,1,"[[""ACC4"",551]]","[[""Variation 1"",543],[""Intro 2"",1],[""Intro 3"",1],[""Fill 1"",1],[""Fill 2"",1],[""Break"",1],[""Ending 1"",1],[""Ending 2"",1],[""Ending 3"",1]]","{""pb"":75,""cc:11"":2,""cc:7"":2,""cc:0"":2,""cc:32"":2,""cc:22"":9}",{},"{""n"":75,""nonzero"":68,""positive"":30,""negative"":38,""zero"":7,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8192.0,""p10"":-8176.0,""p25"":-7680.0,""p50"":-1469.0,""p75"":665.5,""p90"":4325.0,""p95"":5364.0,""p99"":6761.0,""max"":6761.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,5,EP Phase,2,"[[""ACC1"",364],[""ACC3"",39]]","[[""Ending 1"",208],[""Ending 2"",103],[""Variation 2"",26],[""Ending 3"",23],[""Variation 1"",16],[""Variation 3"",13],[""Break"",8],[""Variation 4"",1],[""Intro 1"",1],[""Intro 2"",1],[""Intro 3"",1],[""Fill 1"",1],[""Fill 2"",1]]","{""cc:11"":6,""cc:7"":6,""cc:0"":6,""cc:32"":6,""cc:22"":6,""cc:64"":34,""cc:8"":4,""cc:67"":4,""cc:100"":2,""cc:103"":2,""cc:6"":1,""cc:66"":2,""cc:115"":1,""cc:116"":1,""cc:110"":3,""cc:121"":2,""cc:4"":2,""cc:19"":2,""cc:5"":1}","{""64"":{""n"":34,""ge64"":17,""zero"":17,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,65,Alto Breath,1,"[[""ACC2"",1907]]","[[""Variation 4"",516],[""Variation 3"",337],[""Intro 1"",281],[""Variation 2"",261],[""Ending 2"",217],[""Intro 2"",134],[""Ending 1"",49],[""Fill 1"",38],[""Ending 3"",38],[""Fill 2"",30],[""Intro 3"",3],[""Break"",3]]","{""cc:11"":16,""cc:7"":16,""cc:0"":16,""cc:32"":16,""cc:22"":17,""pb"":10}",{},"{""n"":10,""nonzero"":8,""positive"":0,""negative"":8,""zero"":2,""max_abs"":2560,""summary"":{""min"":-2560.0,""p01"":-2560.0,""p05"":-2560.0,""p10"":-2560.0,""p25"":-1920.0,""p50"":-1280.0,""p75"":-640.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,71,Section Winds 1,1,"[[""ACC4"",1328]]","[[""Ending 1"",303],[""Variation 4"",272],[""Variation 3"",212],[""Intro 1"",177],[""Ending 2"",76],[""Intro 2"",74],[""Variation 2"",72],[""Fill 2"",57],[""Ending 3"",36],[""Fill 1"",33],[""Break"",13],[""Intro 3"",3]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":19,""cc:22"":14}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,81,Power Saw,2,"[[""ACC3"",1730],[""ACC4"",210]]","[[""Intro 1"",371],[""Ending 1"",299],[""Ending 2"",224],[""Variation 4"",208],[""Variation 2"",200],[""Variation 3"",200],[""Variation 1"",192],[""Intro 2"",104],[""Ending 3"",57],[""Fill 2"",56],[""Break"",25],[""Intro 3"",2],[""Fill 1"",2]]","{""cc:11"":21,""cc:7"":21,""cc:0"":21,""cc:32"":19,""cc:22"":6}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,100,Brightness GM,1,"[[""ACC3"",1283]]","[[""Variation 4"",348],[""Variation 3"",300],[""Ending 1"",241],[""Variation 2"",144],[""Intro 1"",121],[""Ending 2"",33],[""Intro 2"",30],[""Fill 2"",21],[""Ending 3"",18],[""Fill 1"",12],[""Break"",12],[""Intro 3"",3]]","{""cc:11"":18,""cc:7"":18,""cc:0"":18,""cc:32"":18,""cc:22"":15}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,52,Choir Aahs 2,3,"[[""ACC4"",685]]","[[""Variation 3"",252],[""Variation 4"",120],[""Intro 1"",113],[""Ending 1"",85],[""Ending 2"",33],[""Fill 2"",21],[""Ending 3"",18],[""Intro 2"",16],[""Fill 1"",12],[""Break"",12],[""Intro 3"",3]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":15,""cc:22"":15}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,35,Fretless Bass 3,1,"[[""ACC4"",105]]","[[""Intro 1"",96],[""Ending 1"",4],[""Intro 2"",1],[""Intro 3"",1],[""Fill 1"",1],[""Fill 2"",1],[""Break"",1]]","{""pb"":51,""cc:1"":27,""cc:22"":5,""cc:11"":1,""cc:7"":1,""cc:0"":1,""cc:32"":1}","{""1"":{""n"":27,""ge64"":5,""zero"":2,""max"":88}}","{""n"":51,""nonzero"":47,""positive"":0,""negative"":47,""zero"":4,""max_abs"":5022,""summary"":{""min"":-5022.0,""p01"":-4890.0,""p05"":-4614.5,""p10"":-4229.0,""p25"":-3584.0,""p50"":-2176.0,""p75"":-926.0,""p90"":-266.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,97,Pods In Pad,2,"[[""ACC5"",612]]","[[""Ending 1"",231],[""Intro 1"",182],[""Variation 4"",36],[""Fill 2"",30],[""Ending 3"",30],[""Break"",28],[""Ending 2"",25],[""Variation 3"",20],[""Intro 2"",17],[""Fill 1"",9],[""Intro 3"",4]]","{""cc:11"":17,""cc:7"":17,""cc:0"":17,""cc:32"":17,""cc:22"":18}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,60,French Section,2,"[[""ACC1"",1654],[""ACC2"",140]]","[[""Intro 1"",528],[""Intro 2"",365],[""Variation 2"",244],[""Variation 1"",230],[""Ending 1"",164],[""Fill 1"",80],[""Ending 2"",64],[""Variation 3"",44],[""Variation 4"",36],[""Fill 2"",20],[""Ending 3"",13],[""Intro 3"",4],[""Break"",2]]","{""cc:22"":8,""cc:11"":20,""cc:7"":20,""cc:0"":20,""cc:32"":18}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,1,Piano & Pad,4,"[[""ACC1"",1077]]","[[""Variation 1"",360],[""Variation 2"",159],[""Ending 1"",111],[""Fill 1"",83],[""Variation 3"",76],[""Variation 4"",70],[""Intro 1"",56],[""Ending 2"",53],[""Intro 2"",43],[""Fill 2"",29],[""Ending 3"",23],[""Break"",12],[""Intro 3"",2]]","{""cc:11"":21,""cc:7"":21,""cc:0"":21,""cc:32"":12,""cc:22"":8}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,0,Rock Piano,5,"[[""ACC2"",2196],[""ACC1"",586]]","[[""Variation 4"",2382],[""Ending 1"",172],[""Ending 2"",103],[""Ending 3"",32],[""Intro 1"",21],[""Variation 1"",20],[""Fill 2"",17],[""Break"",15],[""Fill 1"",11],[""Variation 2"",3],[""Intro 2"",3],[""Intro 3"",3]]","{""cc:64"":4,""cc:11"":13,""cc:7"":13,""cc:0"":13,""cc:32"":4,""cc:22"":29,""pb"":6}","{""64"":{""n"":4,""ge64"":2,""zero"":2,""max"":127}}","{""n"":6,""nonzero"":4,""positive"":2,""negative"":2,""zero"":2,""max_abs"":4625,""summary"":{""min"":-4625.0,""p01"":-4625.0,""p05"":-4625.0,""p10"":-4625.0,""p25"":-3468.75,""p50"":0.0,""p75"":98.25,""p90"":131.0,""p95"":131.0,""p99"":131.0,""max"":131.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,61,Big Band Brass 2,2,"[[""ACC4"",501],[""ACC3"",299]]","[[""Intro 1"",290],[""Ending 1"",188],[""Ending 2"",96],[""Break"",57],[""Variation 4"",40],[""Intro 2"",36],[""Variation 3"",30],[""Fill 1"",22],[""Ending 3"",20],[""Fill 2"",18],[""Intro 3"",3]]","{""cc:11"":18,""cc:7"":18,""cc:0"":18,""cc:22"":12,""cc:32"":16}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,90,Cross Sweep,2,"[[""ACC4"",484]]","[[""Intro 1"",228],[""Ending 1"",117],[""Fill 2"",29],[""Ending 3"",24],[""Break"",22],[""Ending 2"",20],[""Variation 4"",15],[""Variation 3"",11],[""Variation 2"",6],[""Intro 2"",4],[""Intro 3"",4],[""Fill 1"",4]]","{""cc:22"":28,""cc:11"":14,""cc:7"":14,""cc:0"":14,""cc:32"":12}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,76,Blown Bottle GM,1,"[[""ACC5"",885]]","[[""Variation 3"",144],[""Variation 2"",140],[""Variation 4"",140],[""Variation 1"",136],[""Ending 1"",88],[""Intro 1"",80],[""Ending 2"",44],[""Fill 1"",32],[""Fill 2"",28],[""Ending 3"",28],[""Intro 2"",21],[""Intro 3"",2],[""Break"",2]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":19,""cc:22"":5}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,81,Phat Saw Lead,1,"[[""ACC3"",1749]]","[[""Intro 1"",384],[""Variation 2"",200],[""Variation 3"",200],[""Variation 4"",200],[""Variation 1"",192],[""Ending 1"",168],[""Ending 2"",168],[""Intro 2"",104],[""Break"",48],[""Fill 2"",29],[""Ending 3"",29],[""Fill 1"",25],[""Intro 3"",2]]","{""cc:11"":19,""cc:7"":19,""cc:0"":19,""cc:32"":19,""cc:22"":5}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,59,Mute Trumpet GM,2,"[[""ACC3"",714]]","[[""Variation 2"",144],[""Variation 3"",138],[""Intro 1"",135],[""Variation 1"",128],[""Fill 2"",43],[""Fill 1"",39],[""Break"",33],[""Ending 1"",19],[""Ending 2"",11],[""Ending 3"",11],[""Variation 4"",9],[""Intro 2"",2],[""Intro 3"",2]]","{""cc:11"":18,""cc:7"":18,""cc:0"":18,""cc:32"":16,""cc:22"":10}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,17,Organ Low Pc. V.,7,"[[""ACC5"",858],[""ACC4"",194],[""ACC2"",141]]","[[""Variation 3"",748],[""Ending 3"",141],[""Variation 4"",102],[""Intro 1"",58],[""Ending 2"",58],[""Fill 1"",26],[""Fill 2"",22],[""Break"",15],[""Intro 2"",15],[""Ending 1"",6],[""Intro 3"",2]]","{""cc:11"":22,""cc:7"":22,""cc:0"":22,""cc:22"":7,""cc:32"":6}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,47,Timpani GM,4,"[[""ACC4"",312],[""BASS"",296],[""ACC3"",102],[""DRUM"",57]]","[[""Ending 1"",256],[""Intro 1"",228],[""Intro 2"",118],[""Ending 3"",67],[""Fill 2"",34],[""Break"",24],[""Fill 1"",20],[""Ending 2"",10],[""Intro 3"",5],[""Variation 1"",2],[""Variation 2"",1],[""Variation 3"",1],[""Variation 4"",1]]","{""cc:11"":16,""cc:7"":16,""cc:22"":19,""cc:0"":14,""cc:32"":14}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,12,91,Pop Synth Pad 2,2,"[[""ACC1"",1349],[""ACC3"",34]]","[[""Intro 1"",332],[""Variation 3"",287],[""Ending 1"",240],[""Variation 4"",163],[""Variation 2"",140],[""Variation 1"",56],[""Ending 3"",47],[""Break"",41],[""Ending 2"",27],[""Fill 2"",25],[""Fill 1"",21],[""Intro 2"",2],[""Intro 3"",2]]","{""cc:22"":10,""cc:11"":18,""cc:7"":18,""cc:0"":18,""cc:32"":15}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,19,,,33,"[[""ACC2"",39],[""ACC1"",20],[""ACC3"",15],[""ACC5"",2],[""ACC4"",2]]","[[""Variation 1"",46],[""Intro 1"",13],[""Variation 3"",10],[""Variation 2"",7],[""Variation 4"",2]]","{""cc:32"":78}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,120,Ac. Bass String,1,"[[""ACC5"",916]]","[[""Variation 4"",544],[""Variation 3"",264],[""Fill 1"",60],[""Intro 1"",6],[""Intro 2"",6],[""Intro 3"",6],[""Fill 2"",6],[""Break"",6],[""Ending 1"",6],[""Ending 2"",6],[""Ending 3"",6]]","{""cc:11"":6,""cc:7"":6,""cc:0"":6,""cc:32"":6,""cc:22"":52}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,48,Ensemble & Solo,2,"[[""ACC4"",690]]","[[""Ending 1"",179],[""Variation 3"",170],[""Variation 4"",166],[""Ending 2"",67],[""Intro 1"",55],[""Fill 2"",35],[""Intro 2"",8],[""Break"",4],[""Intro 3"",2],[""Fill 1"",2],[""Ending 3"",2]]","{""cc:11"":15,""cc:7"":15,""cc:0"":15,""cc:32"":11,""cc:22"":15,""pb"":5}",{},"{""n"":5,""nonzero"":4,""positive"":0,""negative"":4,""zero"":1,""max_abs"":2048,""summary"":{""min"":-2048.0,""p01"":-2042.88,""p05"":-2022.4,""p10"":-1996.8,""p25"":-1920.0,""p50"":-1536.0,""p75"":-768.0,""p90"":-307.2,""p95"":-153.6,""p99"":-30.72,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,39,Nasty Bass,1,"[[""BASS"",1048]]","[[""Ending 1"",308],[""Intro 1"",292],[""Break"",93],[""Intro 2"",75],[""Variation 2"",44],[""Variation 3"",44],[""Fill 1"",41],[""Ending 3"",41],[""Variation 4"",40],[""Variation 1"",38],[""Fill 2"",15],[""Ending 2"",15],[""Intro 3"",2]]","{""cc:11"":12,""cc:7"":12,""cc:0"":12,""cc:32"":12,""cc:22"":8,""pb"":18}",{},"{""n"":18,""nonzero"":17,""positive"":0,""negative"":17,""zero"":1,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8170.41,""p05"":-8084.05,""p10"":-7885.1,""p25"":-6880.75,""p50"":-4416.0,""p75"":-1857.0,""p90"":-358.7,""p95"":-0.85,""p99"":-0.17,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,,,29,"[[""ACC4"",23],[""ACC3"",17],[""ACC1"",16],[""ACC5"",9],[""ACC2"",8]]","[[""Variation 1"",31],[""Variation 2"",12],[""Variation 4"",10],[""Intro 1"",9],[""Variation 3"",8],[""Ending 2"",2],[""Ending 1"",1]]","{""cc:32"":73}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,16,,,28,"[[""ACC3"",23],[""ACC2"",22],[""ACC1"",12],[""ACC5"",10],[""ACC4"",6]]","[[""Variation 1"",33],[""Intro 1"",13],[""Variation 3"",10],[""Variation 2"",7],[""Variation 4"",7],[""Ending 1"",2],[""Ending 2"",1]]","{""cc:32"":73}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,38,30303 Bass,1,"[[""ACC4"",1377]]","[[""Intro 1"",393],[""Variation 4"",296],[""Variation 2"",192],[""Intro 2"",102],[""Variation 3"",101],[""Ending 2"",90],[""Ending 1"",81],[""Fill 1"",43],[""Ending 3"",42],[""Break"",24],[""Fill 2"",10],[""Intro 3"",3]]","{""cc:11"":14,""cc:7"":14,""cc:0"":14,""cc:32"":14,""cc:22"":17}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
