msb,lsb,program,kit,key,hits,styles,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,dur_center,top_positions
120,0,1,Standard Kit RX2,37,69,4,27.0,73.4,103.0,110.0,127.0,127.0,127.0,1.0,"[[0,52],[96,9],[144,4],[48,4]]"
120,0,90,Pop Std. Kit 2,49,69,4,76.0,86.2,87.0,90.0,109.0,110.0,118.0,1.0,"[[0,66],[36,2],[96,1]]"
120,0,34,Jazz Kit RX2,63,69,3,115.0,115.0,115.0,121.0,124.0,124.0,124.0,1.0,"[[96,49],[144,20]]"
120,0,41,Brush Kit 2,49,68,7,64.0,70.0,76.0,91.0,111.0,113.0,113.0,1.0,"[[0,63],[72,3],[60,2]]"
120,0,1,Standard Kit RX2,45,68,10,62.0,69.4,86.0,101.0,114.0,117.2,127.0,10.5,"[[96,28],[132,8],[144,7],[48,7],[0,7],[168,6],[60,3],[84,2]]"
120,0,27,House Kit 2,49,68,5,66.0,74.0,100.0,100.0,116.25,127.0,127.0,1.0,"[[0,67],[96,1]]"
120,0,35,Jazz Kit RX3,40,68,3,84.0,99.0,117.0,127.0,127.0,127.0,127.0,24.0,"[[0,58],[96,2],[48,2],[144,2],[36,2],[84,2]]"
120,0,10,Jungle Kit,70,68,1,30.0,64.0,67.5,95.0,109.0,111.0,114.0,1.0,"[[0,32],[60,27],[156,9]]"
120,0,89,Pop Std. Kit 1,116,68,1,32.0,32.0,32.0,100.0,105.0,114.0,114.0,,"[[72,13],[96,11],[156,7],[0,7],[36,6],[132,6],[60,6],[144,5]]"
120,0,4,Pop Std. Kit RX,63,68,1,76.0,85.0,85.0,87.0,111.0,111.0,121.0,48.0,"[[96,32],[0,28],[144,8]]"
120,0,6,Standard Kit RX4,59,68,1,66.0,68.0,70.0,72.0,74.5,83.0,89.0,1.0,"[[0,36],[96,32]]"
120,0,9,HipHop Kit 1,40,67,1,15.0,79.0,97.0,97.0,100.0,102.0,115.0,1.0,"[[0,60],[48,7]]"
120,0,41,Brush Kit 2,21,67,2,26.0,36.0,42.0,70.0,103.0,104.0,116.0,1.0,"[[96,31],[0,28],[48,4],[156,2],[144,1],[168,1]]"
120,0,66,Trinity Perc.Kit,56,67,2,55.0,55.0,107.0,107.0,107.0,108.0,109.0,48.0,"[[0,49],[48,8],[12,6],[96,4]]"
120,0,3,Ambient Kit RX,35,67,1,107.0,127.0,127.0,127.0,127.0,127.0,127.0,17.0,"[[144,21],[96,20],[0,18],[48,8]]"
120,0,66,Trinity Perc.Kit,45,67,3,64.0,64.0,64.0,70.0,104.0,120.0,125.0,1.0,"[[0,37],[144,27],[48,3]]"
120,0,51,Arabian Kit 1,69,67,1,126.0,126.0,126.0,127.0,127.0,127.0,127.0,1.0,"[[96,67]]"
120,0,65,Latin Perc. Kit1,25,67,3,43.0,43.0,48.0,57.0,74.5,78.0,105.0,20.0,"[[0,47],[96,19],[84,1]]"
120,0,123,Analog Kit,33,66,1,29.0,54.5,83.0,87.0,89.0,96.0,96.0,1.0,"[[0,50],[96,9],[144,4],[48,3]]"
120,0,33,Jazz Kit RX1,25,66,8,49.0,55.0,65.0,77.5,98.75,110.0,127.0,46.0,"[[144,26],[156,21],[48,7],[60,4],[96,3],[0,3],[120,1],[36,1]]"
120,0,68,Latin Perc. Kit2,43,66,1,75.0,76.0,80.0,85.0,89.0,92.0,97.0,26.0,"[[96,32],[144,32],[0,2]]"
120,0,43,Brush Kit RX2,74,66,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,1.0,"[[0,66]]"
120,0,5,Standard Kit RX1,59,65,7,17.0,25.0,36.0,76.0,90.0,117.8,127.0,20.0,"[[0,23],[96,15],[120,6],[72,6],[60,4],[168,3],[180,2],[132,2]]"
120,0,30,House Kit RX1,17,65,3,59.0,79.0,79.0,79.0,99.0,99.0,127.0,15.0,"[[0,24],[96,18],[144,13],[48,5],[24,1],[72,1],[120,1],[168,1]]"
120,0,72,Hip Hop Kit RX,53,65,1,50.0,62.0,62.0,68.0,68.0,68.0,71.0,1.0,"[[96,65]]"
120,0,64,Percussion Kit,8,65,9,69.0,69.0,80.0,80.0,80.0,80.0,80.0,,"[[96,17],[60,10],[168,8],[144,6],[0,5],[132,5],[108,4],[120,4]]"
120,0,50,Bdrum&Sdrum Kit,107,65,1,114.0,114.0,117.0,117.0,117.0,117.0,117.0,1.0,"[[0,65]]"
120,0,15,Techno Kit 3,9,65,1,126.0,126.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[96,31],[0,19],[156,15]]"
120,0,4,Pop Std. Kit RX,64,65,1,94.0,96.0,96.0,106.0,106.0,111.0,125.0,48.0,"[[0,34],[96,31]]"
120,0,43,Brush Kit RX2,61,65,1,75.0,75.0,75.0,92.0,92.0,92.0,92.0,1.0,"[[96,33],[0,32]]"
120,0,35,Jazz Kit RX3,49,64,5,57.0,84.8,99.0,105.0,113.25,126.4,127.0,1.0,"[[0,36],[156,10],[132,8],[144,6],[120,2],[180,2]]"
120,0,9,HipHop Kit 1,64,64,1,68.0,68.0,75.0,84.5,99.75,105.0,105.0,1.0,"[[96,32],[156,32]]"
120,0,67,i30 Perc. Kit,23,64,1,72.0,72.0,72.0,82.0,92.0,92.0,92.0,2.0,"[[96,32],[156,32]]"
120,0,65,Latin Perc. Kit1,81,64,1,15.0,15.0,23.0,39.0,43.0,55.0,55.0,1.0,"[[0,32],[96,32]]"
120,0,68,Latin Perc. Kit2,86,64,1,99.0,104.0,107.0,110.0,110.0,113.0,116.0,61.0,"[[0,64]]"
120,0,68,Latin Perc. Kit2,85,64,1,64.0,66.0,72.75,79.5,85.5,92.0,100.0,62.0,"[[48,64]]"
120,0,68,Latin Perc. Kit2,83,64,1,58.0,60.0,63.75,67.0,69.25,72.0,79.0,50.5,"[[144,62],[96,2]]"
120,0,43,Brush Kit RX2,64,64,1,60.0,60.0,80.0,80.0,86.0,94.4,98.0,1.0,"[[0,32],[96,32]]"
120,0,17,Power Kit 2,54,63,1,94.0,94.0,94.0,94.0,102.0,102.0,102.0,1.0,"[[12,46],[132,12],[120,2],[60,1],[48,1],[0,1]]"
120,0,90,Pop Std. Kit 2,44,63,2,69.0,80.0,86.0,86.0,89.0,103.2,106.0,38.0,"[[96,53],[0,10]]"
120,0,27,House Kit 2,57,62,5,58.0,82.0,100.0,102.5,120.0,127.0,127.0,1.0,"[[0,62]]"
120,0,90,Pop Std. Kit 2,65,62,1,63.0,63.0,70.5,82.0,84.0,100.0,100.0,17.0,"[[96,10],[36,8],[84,8],[0,8],[144,6],[60,4],[108,4],[132,4]]"
120,0,33,Jazz Kit RX1,16,62,1,85.0,90.0,93.0,97.0,120.0,120.0,121.0,1.0,"[[0,42],[96,10],[156,8],[60,2]]"
120,0,68,Latin Perc. Kit2,84,62,1,46.0,64.0,69.0,78.0,84.0,89.0,97.0,53.0,"[[96,62]]"
120,0,125,Brush Kit 1,50,62,1,88.0,88.0,88.0,94.0,94.0,94.0,94.0,1.0,"[[0,58],[96,4]]"
120,0,41,Brush Kit 2,55,61,7,73.0,82.0,84.0,90.0,99.0,110.0,111.0,1.0,"[[0,50],[144,6],[96,2],[48,2],[180,1]]"
120,0,89,Pop Std. Kit 1,41,61,8,94.0,98.0,104.0,114.0,126.0,127.0,127.0,22.0,"[[96,23],[0,18],[144,10],[132,5],[120,3],[60,2]]"
120,0,125,Brush Kit 1,55,61,7,55.0,56.0,66.0,90.0,100.0,108.0,118.0,2.0,"[[0,50],[12,5],[96,3],[180,2],[72,1]]"
120,0,19,Power Kit RX2,53,61,1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,8.0,"[[0,61]]"
120,0,30,House Kit RX1,55,60,9,68.0,82.0,103.0,116.0,126.0,127.0,127.0,2.0,"[[0,38],[96,14],[156,5],[144,2],[60,1]]"
120,0,28,House Kit 3,56,60,1,48.0,48.0,51.0,55.0,60.0,61.0,70.0,1.0,"[[96,24],[48,12],[0,12],[144,12]]"
120,0,6,Standard Kit RX4,75,60,1,62.0,62.0,66.0,80.0,82.0,82.0,90.0,2.0,"[[156,16],[96,16],[0,14],[60,14]]"
120,0,15,Techno Kit 3,35,60,1,126.0,126.0,126.75,127.0,127.0,127.0,127.0,1.0,"[[96,30],[0,15],[156,15]]"
120,0,117,Arabian Kit 2,69,60,1,42.0,56.0,72.0,72.0,82.0,82.0,98.0,43.0,"[[0,25],[48,24],[96,3],[144,2],[132,2],[156,2],[84,1],[108,1]]"
120,0,42,Brush Kit RX1,26,60,2,91.0,91.0,91.0,91.0,91.0,99.0,105.0,1.0,"[[0,60]]"
120,0,50,Bdrum&Sdrum Kit,99,59,1,67.0,67.0,67.0,67.0,80.0,80.0,80.0,1.0,"[[0,59]]"
120,0,56,SFX Kit GM,29,59,1,50.0,50.0,50.0,50.0,69.0,69.0,69.0,1.0,"[[96,59]]"
120,0,56,SFX Kit GM,33,59,1,103.0,103.0,103.0,106.0,106.0,106.0,106.0,1.0,"[[144,59]]"
120,0,12,Room Kit 2,17,59,1,127.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[0,59]]"
120,0,5,Standard Kit RX1,97,58,4,110.0,110.0,110.0,112.0,114.0,114.0,114.0,,"[[24,12],[72,8],[168,7],[120,7],[156,6],[108,6],[60,4],[84,2]]"
120,0,35,Jazz Kit RX3,57,58,4,81.0,92.0,104.0,118.0,123.5,127.0,127.0,1.0,"[[0,32],[132,13],[156,4],[96,4],[120,3],[144,2]]"
120,0,123,Analog Kit,30,58,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,15.0,"[[0,58]]"
120,0,18,Power Kit RX1,44,58,2,55.0,72.5,95.0,100.0,100.0,115.0,115.0,1.0,"[[96,43],[0,15]]"
120,0,66,Trinity Perc.Kit,43,58,1,37.0,71.7,87.0,91.0,112.0,112.0,126.0,1.0,"[[96,29],[48,15],[180,2],[12,2],[36,2],[60,2],[84,2],[132,2]]"
120,0,19,Power Kit RX2,17,58,1,127.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[0,58]]"
120,0,1,Standard Kit RX2,127,57,6,38.0,51.0,51.0,68.0,87.0,104.8,115.0,1.0,"[[0,57]]"
120,0,35,Jazz Kit RX3,43,57,4,34.0,37.8,65.0,80.0,109.0,127.0,127.0,1.0,"[[0,22],[72,10],[132,9],[60,4],[144,4],[120,3],[96,3],[48,2]]"
120,0,117,Arabian Kit 2,14,57,1,23.0,30.2,47.0,70.0,94.0,106.0,110.0,3.0,"[[180,22],[168,21],[156,7],[0,7]]"
120,0,33,Jazz Kit RX1,61,57,1,79.0,79.0,79.0,89.0,119.0,119.0,119.0,7.0,"[[0,38],[132,19]]"
120,0,67,i30 Perc. Kit,53,57,1,54.0,54.0,54.0,54.0,84.0,84.0,84.0,48.0,"[[0,57]]"
120,0,64,Percussion Kit,82,56,9,67.0,67.0,67.0,67.0,67.0,67.0,67.0,,"[[168,20],[48,7],[0,7],[72,5],[24,4],[12,3],[60,2],[36,2]]"
120,0,1,Standard Kit RX2,20,56,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,18.0,"[[0,56]]"
120,0,0,Standard Kit GM,81,55,1,72.0,72.0,72.0,90.0,90.0,90.0,90.0,1.0,"[[0,26],[96,25],[168,2],[72,2]]"
120,0,15,Techno Kit 3,61,54,2,61.0,87.0,99.0,99.0,102.0,108.3,119.0,1.0,"[[60,44],[132,6],[96,2],[0,2]]"
120,0,42,Brush Kit RX1,45,54,10,48.0,50.0,54.0,75.0,92.0,104.4,115.0,2.0,"[[132,21],[0,18],[96,10],[48,3],[12,1],[60,1]]"
120,0,50,Bdrum&Sdrum Kit,25,54,1,64.0,66.1,80.0,84.0,97.75,100.0,100.0,1.0,"[[156,39],[60,15]]"
120,0,27,House Kit 2,13,54,1,111.0,117.0,117.0,122.0,127.0,127.0,127.0,1.0,"[[0,52],[96,1],[156,1]]"
120,0,34,Jazz Kit RX2,5,53,5,38.0,45.0,55.0,63.0,97.0,102.0,105.0,2.0,"[[144,17],[48,14],[96,8],[0,6],[180,5],[132,2],[120,1]]"
120,0,43,Brush Kit RX2,22,53,1,46.0,46.8,54.0,64.0,72.0,76.0,94.0,1.0,"[[96,34],[168,8],[36,6],[60,4],[0,1]]"
120,0,66,Trinity Perc.Kit,53,53,2,89.0,89.0,89.0,89.0,89.0,89.0,98.0,48.0,"[[0,50],[144,3]]"
120,0,33,Jazz Kit RX1,17,53,5,20.0,60.0,70.0,86.0,86.0,127.0,127.0,48.0,"[[0,25],[48,12],[144,7],[156,3],[96,3],[36,1],[84,1],[132,1]]"
120,0,26,House Kit 1,49,52,5,48.0,75.5,94.0,104.0,118.0,126.9,127.0,1.0,"[[0,46],[144,2],[96,2],[180,1],[168,1]]"
120,0,5,Standard Kit RX1,14,52,6,18.0,34.1,58.75,112.0,127.0,127.0,127.0,10.0,"[[0,15],[96,7],[48,7],[144,5],[36,4],[108,2],[132,2],[60,2]]"
120,0,33,Jazz Kit RX1,22,52,3,47.0,58.0,75.0,81.0,89.75,102.0,127.0,48.0,"[[0,39],[60,5],[156,4],[132,2],[96,2]]"
120,0,51,Arabian Kit 1,16,52,1,126.0,126.0,126.0,126.0,126.0,127.0,127.0,1.0,"[[0,52]]"
120,0,74,Dance Kit RX,38,52,1,40.0,120.0,120.0,120.0,120.0,120.0,120.0,48.0,"[[0,52]]"
120,0,89,Pop Std. Kit 1,62,52,2,106.0,127.0,127.0,127.0,127.0,127.0,127.0,48.0,"[[0,30],[96,15],[144,4],[48,2],[12,1]]"
120,0,90,Pop Std. Kit 2,57,51,4,87.0,87.0,94.0,104.0,109.0,111.0,117.0,2.0,"[[0,42],[96,9]]"
120,0,30,House Kit RX1,3,51,3,62.0,75.0,75.0,76.0,76.0,76.0,101.0,1.0,"[[156,21],[60,21],[0,5],[72,1],[96,1],[144,1],[24,1]]"
120,0,11,Techno Kit 1,40,51,2,62.0,68.0,82.0,96.0,110.5,120.0,120.0,1.0,"[[144,18],[0,15],[48,10],[96,8]]"
120,0,33,Jazz Kit RX1,50,51,9,54.0,54.0,70.0,92.0,110.0,110.0,126.0,2.0,"[[0,9],[72,8],[108,8],[60,6],[156,3],[120,3],[180,3],[132,3]]"
120,0,13,HipHop Kit 2,63,51,1,75.0,75.0,83.0,89.0,98.0,98.0,98.0,1.0,"[[156,30],[0,21]]"
120,0,66,Trinity Perc.Kit,116,50,4,105.0,105.0,105.0,114.0,121.0,121.0,121.0,,"[[0,8],[156,8],[24,7],[96,6],[144,5],[168,4],[120,4],[12,3]]"
120,0,26,House Kit 1,43,50,2,48.0,49.0,55.0,58.5,59.0,63.0,96.0,33.0,"[[96,24],[156,18],[60,6],[144,2]]"
120,0,57,SFX Kit 2,96,50,1,65.0,65.0,69.0,71.0,73.0,73.0,73.0,1.0,"[[96,25],[0,25]]"
120,0,57,SFX Kit 2,21,50,1,114.0,114.0,116.0,119.0,120.0,122.0,122.0,1.0,"[[0,50]]"
120,0,27,House Kit 2,29,50,2,34.0,34.0,34.0,37.0,37.0,40.3,108.0,1.0,"[[144,46],[60,2],[48,1],[0,1]]"
120,0,34,Jazz Kit RX2,6,49,6,36.0,41.0,52.0,56.0,80.0,96.0,102.0,2.0,"[[0,14],[144,9],[96,7],[72,5],[48,5],[120,3],[24,3],[156,2]]"
120,0,8,Room Kit GM,18,49,1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,44.0,"[[96,49]]"
120,0,35,Jazz Kit RX3,62,49,1,108.0,108.0,108.0,108.0,117.0,117.0,117.0,1.0,"[[60,49]]"
120,0,2,Standard Kit RX3,24,48,7,40.0,44.0,56.5,63.0,109.0,112.2,122.0,40.0,"[[0,33],[96,8],[48,4],[24,2],[108,1]]"
120,0,64,Percussion Kit,114,48,7,99.0,99.0,99.0,99.0,105.0,105.0,105.0,,"[[156,8],[12,6],[180,6],[36,5],[0,4],[24,3],[48,3],[120,3]]"
120,0,8,Room Kit GM,36,48,1,104.0,104.0,109.25,113.0,115.25,116.0,116.0,43.0,"[[96,24],[0,12],[144,12]]"
120,0,67,i30 Perc. Kit,22,48,1,34.0,51.7,56.75,60.5,66.0,68.0,87.0,25.0,"[[0,16],[60,16],[132,16]]"
120,0,6,Standard Kit RX4,54,48,2,95.0,98.0,107.75,119.0,126.0,126.0,127.0,1.0,"[[0,32],[96,16]]"
120,0,123,Analog Kit,18,48,1,127.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[96,24],[48,24]]"
120,0,5,Standard Kit RX1,82,48,1,84.0,84.0,84.0,84.0,84.0,84.0,84.0,25.0,"[[0,48]]"
120,0,125,Brush Kit 1,14,48,1,23.0,41.0,44.0,92.0,95.0,95.0,103.0,1.0,"[[0,26],[48,16],[72,2],[96,2],[120,1],[144,1]]"
120,0,64,Percussion Kit,78,47,2,62.0,63.0,65.0,67.0,69.0,110.0,116.0,47.0,"[[48,22],[96,21],[144,4]]"
120,0,64,Percussion Kit,116,47,9,105.0,105.0,105.0,114.0,114.0,114.0,114.0,,"[[60,10],[48,5],[168,5],[132,4],[84,4],[24,3],[96,3],[156,3]]"
120,0,8,Room Kit GM,37,47,1,96.0,96.0,96.0,127.0,127.0,127.0,127.0,46.0,"[[0,26],[48,13],[144,8]]"
120,0,66,Trinity Perc.Kit,48,47,1,70.0,91.0,91.0,118.0,124.0,124.0,127.0,1.0,"[[0,44],[96,3]]"
120,0,27,House Kit 2,89,47,1,114.0,114.0,114.0,114.0,120.0,120.0,120.0,1.0,"[[0,47]]"
120,0,26,House Kit 1,39,46,2,66.0,72.0,83.0,104.0,120.0,120.0,120.0,2.0,"[[0,40],[48,2],[96,2],[144,2]]"
120,0,66,Trinity Perc.Kit,99,46,8,19.0,22.0,46.0,46.0,57.0,96.0,99.0,2.0,"[[0,14],[108,6],[144,6],[168,5],[120,4],[72,3],[96,3],[180,2]]"
120,0,97,Elektro Kit 2,47,46,1,80.0,93.0,102.0,104.0,122.5,126.0,126.0,23.0,"[[0,13],[48,9],[96,6],[144,6],[72,4],[12,2],[60,2],[108,2]]"
120,0,34,Jazz Kit RX2,11,46,2,83.0,83.0,83.0,88.0,88.0,88.0,106.0,1.0,"[[156,34],[0,4],[180,2],[108,2],[24,2],[168,1],[60,1]]"
120,0,34,Jazz Kit RX2,0,46,3,44.0,56.0,56.0,56.0,56.0,72.5,93.0,1.0,"[[96,20],[156,19],[132,2],[60,2],[48,1],[24,1],[144,1]]"
120,0,73,Techno Kit RX,81,46,2,56.0,56.0,56.0,60.0,60.0,60.0,67.0,1.0,"[[96,44],[0,2]]"
120,0,73,Techno Kit RX,46,46,2,75.0,78.0,78.0,79.0,80.0,80.0,107.0,1.0,"[[156,24],[96,21],[0,1]]"
120,0,27,House Kit 2,18,46,1,108.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[96,43],[48,1],[144,1],[0,1]]"
120,0,42,Brush Kit RX1,53,46,6,60.0,70.0,72.5,80.0,89.5,111.0,118.0,2.0,"[[0,34],[132,10],[96,2]]"
120,0,5,Standard Kit RX1,6,45,7,13.0,37.4,52.0,56.0,70.0,101.2,124.0,12.0,"[[60,9],[156,7],[12,6],[144,5],[0,4],[108,3],[120,2],[96,2]]"
120,0,0,Standard Kit GM,13,45,1,60.0,67.0,70.0,100.0,100.0,100.0,100.0,1.0,"[[0,27],[168,10],[48,6],[24,2]]"
120,0,2,Standard Kit RX3,19,45,3,54.0,82.4,105.0,111.0,117.0,117.0,120.0,526.0,"[[0,29],[96,7],[144,5],[180,2],[72,1],[48,1]]"
120,0,2,Standard Kit RX3,7,45,2,47.0,55.0,58.0,72.0,74.0,90.0,102.0,4.0,"[[0,15],[144,9],[96,7],[168,6],[84,3],[180,2],[48,2],[120,1]]"
120,0,32,Jazz Kit GM,57,45,3,77.0,92.0,103.0,105.0,110.0,110.0,127.0,47.0,"[[0,45]]"
120,0,27,House Kit 2,12,45,1,108.0,108.0,108.0,108.0,108.0,113.4,117.0,1.0,"[[0,45]]"
120,0,12,Room Kit 2,37,45,1,95.0,95.0,95.0,95.0,110.0,114.0,114.0,8.0,"[[0,21],[48,11],[96,7],[144,6]]"
120,0,30,House Kit RX1,14,44,2,100.0,100.0,100.0,100.0,100.0,124.0,127.0,2.0,"[[0,41],[156,2],[60,1]]"
120,0,1,Standard Kit RX2,17,44,5,69.0,87.8,107.0,127.0,127.0,127.0,127.0,11.0,"[[96,29],[0,11],[60,4]]"
120,0,33,Jazz Kit RX1,2,44,4,56.0,64.6,69.0,75.0,87.0,94.0,108.0,46.0,"[[144,16],[0,14],[48,9],[120,2],[60,2],[96,1]]"
120,0,33,Jazz Kit RX1,32,44,3,32.0,32.0,32.0,56.0,67.0,82.0,82.0,,"[[168,7],[84,5],[180,5],[0,4],[72,3],[144,3],[60,2],[24,2]]"
120,0,10,Jungle Kit,68,44,1,68.0,68.0,74.0,78.0,80.0,84.0,86.0,1.0,"[[0,33],[156,11]]"
120,0,64,Percussion Kit,66,43,8,43.0,43.0,43.0,97.0,97.0,97.0,97.0,24.0,"[[144,13],[60,7],[168,5],[72,4],[96,4],[156,3],[84,2],[108,2]]"
120,0,42,Brush Kit RX1,116,43,2,32.0,32.0,105.0,114.0,114.0,114.0,114.0,,"[[156,5],[0,5],[144,4],[180,4],[96,4],[60,4],[108,3],[84,3]]"
120,0,5,Standard Kit RX1,114,43,2,105.0,105.0,105.0,105.0,117.0,117.0,117.0,,"[[132,7],[180,7],[96,5],[120,4],[24,4],[36,4],[144,4],[108,3]]"
120,0,3,Ambient Kit RX,4,43,1,30.0,48.0,61.0,68.0,82.0,86.4,99.0,20794.5,"[[96,12],[156,11],[0,10],[144,9],[132,1]]"
120,0,123,Analog Kit,12,42,1,54.0,54.0,56.0,71.0,81.0,81.0,81.0,1.0,"[[0,34],[156,4],[144,3],[96,1]]"
120,0,66,Trinity Perc.Kit,16,42,1,77.0,77.0,77.0,109.0,114.0,114.0,114.0,1.0,"[[0,28],[48,14]]"
120,0,2,Standard Kit RX3,3,42,3,33.0,40.0,41.0,46.0,53.75,61.5,63.0,4.0,"[[48,18],[144,17],[96,2],[36,1],[24,1],[72,1],[120,1],[168,1]]"
120,0,1,Standard Kit RX2,43,42,8,64.0,82.4,94.0,99.0,106.0,118.7,127.0,11.0,"[[96,9],[0,7],[60,7],[48,7],[132,4],[24,4],[144,2],[156,2]]"
120,0,66,Trinity Perc.Kit,105,42,3,110.0,110.0,110.0,113.0,116.0,116.0,116.0,,"[[48,7],[0,7],[84,6],[60,6],[24,5],[108,4],[96,2],[72,1]]"
120,0,50,Bdrum&Sdrum Kit,36,42,1,102.0,102.3,105.0,106.5,108.0,110.7,111.0,1.0,"[[0,21],[156,11],[60,10]]"
120,0,43,Brush Kit RX2,53,42,3,40.0,40.0,42.0,72.0,86.0,100.0,104.0,1.0,"[[132,20],[0,12],[60,10]]"
120,0,0,Standard Kit GM,24,42,2,73.0,80.1,81.0,81.0,81.0,98.1,102.0,8.0,"[[0,32],[96,4],[144,4],[48,1],[180,1]]"
120,0,57,SFX Kit 2,51,42,1,72.0,72.0,76.0,80.0,80.0,86.0,86.0,1.0,"[[0,42]]"
120,0,57,SFX Kit 2,100,42,1,122.0,126.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[0,42]]"
120,0,74,Dance Kit RX,57,42,1,53.0,120.0,120.0,120.0,120.0,120.0,124.0,48.0,"[[0,42]]"
120,0,74,Dance Kit RX,39,42,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,48.0,"[[0,42]]"
120,0,89,Pop Std. Kit 1,66,42,2,97.0,97.0,97.0,100.0,100.0,100.0,100.0,19.0,"[[96,14],[0,8],[48,7],[144,4],[168,3],[60,3],[72,2],[84,1]]"
120,0,17,Power Kit 2,13,41,1,91.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,"[[0,32],[120,5],[96,3],[24,1]]"
120,0,48,Orchestra Kit GM,45,41,2,60.0,60.0,70.0,81.0,100.0,126.0,127.0,22.0,"[[0,25],[144,4],[168,4],[24,4],[48,4]]"
120,0,123,Analog Kit,48,41,3,16.0,36.0,36.0,76.0,100.0,100.0,111.0,2.0,"[[144,13],[48,12],[0,11],[96,5]]"
120,0,123,Analog Kit,41,41,3,28.0,37.0,42.0,78.0,86.0,96.0,110.0,2.0,"[[144,22],[0,13],[96,4],[48,2]]"
120,0,96,Elektro Kit 1,48,41,2,98.0,106.0,106.0,110.0,112.0,116.0,122.0,22.0,"[[96,19],[0,9],[48,5],[72,4],[144,4]]"
120,0,50,Bdrum&Sdrum Kit,104,41,1,78.0,78.0,78.0,80.0,80.0,80.0,80.0,1.0,"[[60,19],[96,18],[0,4]]"
120,0,43,Brush Kit RX2,55,41,4,39.0,42.0,64.0,100.0,103.0,109.0,120.0,21.0,"[[0,24],[132,12],[96,3],[24,1],[12,1]]"
120,0,42,Brush Kit RX1,14,41,4,45.0,93.0,93.0,93.0,122.0,122.0,122.0,1.0,"[[0,37],[96,4]]"
120,0,33,Jazz Kit RX1,85,41,3,77.0,77.0,77.0,112.0,126.0,126.0,126.0,34.0,"[[84,8],[0,7],[132,4],[180,4],[96,3],[156,3],[144,3],[72,2]]"
120,0,4,Pop Std. Kit RX,52,41,5,88.0,90.0,105.0,119.0,127.0,127.0,127.0,63.0,"[[0,19],[60,11],[132,5],[96,4],[72,2]]"
120,0,3,Ambient Kit RX,5,41,1,36.0,46.0,59.0,72.0,90.0,99.0,99.0,1.0,"[[96,16],[0,11],[168,6],[132,4],[144,2],[48,2]]"
120,0,0,Standard Kit GM,25,41,1,92.0,92.0,92.0,92.0,92.0,97.0,113.0,94.0,"[[96,31],[0,10]]"
120,0,30,House Kit RX1,48,40,5,58.0,64.0,64.0,98.0,110.5,126.0,127.0,2.0,"[[144,20],[96,8],[0,5],[120,4],[48,3]]"
120,0,66,Trinity Perc.Kit,102,40,3,8.0,13.0,33.0,42.0,58.25,67.3,70.0,1.0,"[[0,9],[120,6],[180,6],[48,6],[144,4],[72,3],[132,3],[60,3]]"
120,0,5,Standard Kit RX1,85,40,5,77.0,77.0,77.0,77.0,77.0,77.0,77.0,,"[[84,14],[0,7],[36,5],[12,4],[120,3],[180,2],[60,2],[168,1]]"
120,0,5,Standard Kit RX1,58,40,5,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,"[[84,12],[180,7],[36,5],[72,3],[168,3],[108,3],[0,2],[60,2]]"
120,0,5,Standard Kit RX1,111,40,5,112.0,112.0,112.0,116.0,117.0,117.0,117.0,,"[[156,8],[144,7],[72,7],[120,7],[180,3],[48,2],[60,2],[84,2]]"
120,0,1,Standard Kit RX2,25,40,3,52.0,61.0,67.0,70.5,87.0,94.3,127.0,95.0,"[[96,29],[132,5],[72,2],[0,2],[84,2]]"
120,0,34,Jazz Kit RX2,2,40,6,32.0,47.8,61.0,74.0,83.25,97.0,97.0,2.0,"[[96,14],[156,8],[0,5],[48,3],[132,3],[60,2],[144,2],[168,1]]"
120,0,65,Latin Perc. Kit1,53,40,1,74.0,74.9,75.0,77.0,80.0,81.2,83.0,38.0,"[[144,20],[96,20]]"
120,0,33,Jazz Kit RX1,73,40,1,85.0,85.0,85.0,106.0,127.0,127.0,127.0,31.0,"[[0,20],[132,20]]"
120,0,33,Jazz Kit RX1,62,40,1,69.0,69.0,69.0,69.0,99.0,99.0,99.0,7.0,"[[60,40]]"
120,0,34,Jazz Kit RX2,20,40,2,78.0,78.0,101.0,102.5,108.0,108.0,108.0,1.0,"[[0,32],[60,8]]"
120,0,64,Percussion Kit,45,40,3,71.0,71.0,71.0,83.0,86.0,110.0,110.0,378.0,"[[120,26],[96,14]]"
120,0,51,Arabian Kit 1,13,40,1,126.0,126.0,126.0,126.0,126.0,127.0,127.0,1.0,"[[0,40]]"
