msb,lsb,program,sound,role,family,rx,dnc,notes,styles,segments,grade,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,k_p10,k_p50,k_p90,dur_p10,dur_p50,dur_p90,gate_p10,gate_p50,gate_p90,special_clusters
121,6,25,Hackbrett,ACC2,GUITAR,False,False,1100,3,48,LIMITED,48.0,64.0,80.0,94.0,104.0,106.0,127.0,60.0,67.0,101.0,30.0,94.0,370.0,0.312,0.958,2.86,"[{""min"":101,""max"":109,""center"":103.06,""count"":124,""fraction"":0.11273}]"
121,7,30,Solo Dist.Guitar,ACC5,GUITAR,False,False,1089,1,14,FALLBACK,33.0,49.0,75.0,82.0,90.0,97.0,127.0,45.0,64.0,83.0,2.0,22.0,46.0,0.09,0.917,1.0,"[{""min"":45,""max"":45,""center"":45.0,""count"":472,""fraction"":0.43343}]"
121,8,89,Analog Pad 1,ACC3,SYNTH_PAD,False,False,1082,9,74,GOOD,4.0,53.1,66.0,78.0,100.0,108.0,127.0,48.0,60.0,74.0,34.0,113.5,1535.0,0.354,0.979,1.167,[]
121,10,34,Picked Bass RX,BASS,BASS,True,False,1071,4,60,LIMITED,22.0,50.0,76.0,84.0,90.0,97.0,127.0,31.0,36.0,48.0,23.0,71.0,197.0,0.25,0.802,1.021,"[{""min"":97,""max"":106,""center"":101.07,""count"":68,""fraction"":0.06349}]"
121,29,61,Tight Brass 2,ACC3,BRASS,False,False,1070,5,29,GOOD,14.0,58.0,70.0,103.5,122.0,126.0,127.0,55.0,67.0,79.0,16.0,28.0,176.0,0.062,0.305,1.5,[]
120,0,18,Power Kit RX1,DRUM,DRUM_KIT,True,False,1059,3,39,LIMITED,24.0,63.0,72.0,88.0,100.0,110.0,127.0,35.0,39.0,51.0,1.0,1.0,1.0,0.005,0.01,0.031,[]
121,0,81,Lead Saw GM,ACC2,SYNTH_LEAD,False,False,1046,1,24,FALLBACK,4.0,59.0,73.0,81.0,92.0,108.0,127.0,34.0,41.0,51.0,8.0,16.0,53.0,0.146,0.312,0.958,[]
121,6,73,Flute Muted,ACC3,PIPE,False,False,1033,1,16,FALLBACK,40.0,66.0,74.0,83.0,92.0,100.0,126.0,67.0,74.0,79.0,14.0,20.0,59.0,0.156,0.5,0.966,[]
121,3,23,"Accordion16,8,4'",ACC3,ACCORDION_REED,False,False,1029,2,26,FALLBACK,25.0,50.0,70.0,81.0,116.0,124.0,127.0,64.0,72.0,79.0,8.0,16.0,28.0,0.045,0.083,0.451,[]
121,9,61,Trumpet Ens.,ACC5,BRASS,False,False,1023,3,37,LIMITED,66.0,88.0,94.0,102.0,108.0,114.0,125.0,60.0,68.0,79.0,22.0,84.0,238.0,0.146,0.833,0.987,[]
121,4,32,Acous. Bass Pro2,BASS,BASS,False,False,1014,2,38,FALLBACK,76.0,93.0,98.0,108.0,110.0,112.0,127.0,31.0,40.0,45.0,70.6,110.0,190.0,0.599,0.828,1.534,[]
120,0,51,Arabian Kit 1,PERC,DRUM_KIT,False,False,1000,1,14,FALLBACK,15.0,115.0,126.0,126.0,127.0,127.0,127.0,44.0,79.0,84.0,1.0,1.0,1.0,0.01,0.018,0.025,"[{""min"":13,""max"":16,""center"":14.7,""count"":92,""fraction"":0.092},{""min"":38,""max"":46,""center"":44.42,""count"":48,""fraction"":0.048},{""min"":57,""max"":60,""center"":59.93,""count"":276,""fraction"":0.276},{""min"":69,""max"":69,""center"":69.0,""count"":67,""fraction"":0.067}]"
121,3,65,Breathy Alto Sax,ACC3,REED,False,False,984,3,43,LIMITED,38.0,87.0,107.0,110.0,110.0,116.0,127.0,52.0,60.0,67.0,63.0,128.0,1120.0,0.136,0.917,1.118,[]
121,0,17,Perc. Organ GM,ACC1,ORGAN,False,False,982,2,15,FALLBACK,50.0,54.0,54.0,100.0,100.0,100.0,123.0,60.0,73.0,83.0,2.0,36.0,103.9,0.167,0.334,2.967,[]
121,24,25,Pop SteelGtr RX1,ACC4,GUITAR,True,False,954,2,26,FALLBACK,50.0,66.0,74.0,79.0,79.0,100.0,102.0,48.0,60.0,101.0,38.0,95.0,188.7,0.8,0.957,0.997,"[{""min"":101,""max"":101,""center"":101.0,""count"":184,""fraction"":0.19287}]"
121,6,56,Dual Trumpets,ACC3,BRASS,False,False,942,2,25,FALLBACK,20.0,60.0,80.0,96.0,112.0,124.0,126.0,55.0,64.0,73.0,26.0,46.0,308.0,0.106,0.766,0.984,[]
121,2,56,Trumpet Overb.,ACC3,BRASS,False,False,937,1,18,FALLBACK,56.0,76.0,89.0,111.0,117.0,121.0,127.0,58.0,64.0,72.0,26.0,26.0,53.0,0.15,0.406,0.625,[]
121,5,81,Power Saw,ACC3,SYNTH_LEAD,False,False,926,2,24,FALLBACK,66.0,86.0,86.0,86.0,86.0,92.0,111.0,52.0,59.0,62.0,25.0,28.0,28.0,0.188,0.194,0.583,[]
121,6,48,N Strings,ACC5,ENSEMBLE,False,False,923,1,35,FALLBACK,54.0,87.0,93.0,102.0,108.0,111.0,124.0,57.0,69.0,81.0,20.0,102.0,1490.0,0.161,0.869,5.25,[]
120,0,57,SFX Kit 2,PERC,DRUM_KIT,False,False,922,1,15,FALLBACK,33.0,54.0,70.0,76.0,90.0,116.0,127.0,29.0,42.0,84.0,1.0,1.0,1.0,0.01,0.01,0.025,"[{""min"":21,""max"":21,""center"":21.0,""count"":50,""fraction"":0.05423},{""min"":29,""max"":29,""center"":29.0,""count"":265,""fraction"":0.28742},{""min"":60,""max"":69,""center"":63.26,""count"":34,""fraction"":0.03688},{""min"":96,""max"":100,""center"":97.83,""count"":92,""fraction"":0.09978}]"
120,0,56,SFX Kit GM,PERC,DRUM_KIT,False,False,915,1,15,FALLBACK,29.0,45.0,50.0,90.0,123.0,127.0,127.0,31.0,45.0,56.0,1.0,1.0,19.0,0.005,0.021,0.396,"[{""min"":29,""max"":33,""center"":31.0,""count"":206,""fraction"":0.22514}]"
121,1,65,Alto Breath,ACC2,REED,False,False,908,1,19,FALLBACK,47.0,65.0,73.0,79.0,87.0,97.0,122.0,55.0,60.0,69.0,54.0,77.0,246.0,0.118,0.844,0.985,[]
121,8,30,Stereo Dist.Gtr,ACC5,GUITAR,False,False,906,6,51,GOOD,43.0,59.5,70.0,79.0,89.0,97.0,121.0,43.0,55.0,65.0,7.5,48.0,172.0,0.053,0.511,1.102,[]
121,33,25,Real 12 Strings,ACC3,GUITAR,False,False,897,2,33,FALLBACK,1.0,60.0,70.0,80.0,85.0,97.0,127.0,45.0,52.0,57.0,79.0,79.0,165.0,0.578,0.859,2.312,"[{""min"":0,""max"":10,""center"":3.88,""count"":32,""fraction"":0.03567},{""min"":36,""max"":36,""center"":36.0,""count"":34,""fraction"":0.0379}]"
121,10,90,Tecno Phonic,ACC2,SYNTH_PAD,False,False,885,3,51,LIMITED,1.0,9.0,20.0,55.0,82.0,90.0,127.0,46.0,61.0,67.0,10.0,84.0,573.0,0.2,0.646,1.0,[]
120,0,122,Electro Kit,PERC,DRUM_KIT,False,False,883,2,12,FALLBACK,42.0,46.0,50.0,96.0,118.0,126.0,127.0,54.0,69.0,69.0,2.0,2.0,2.0,0.042,0.042,0.042,"[{""min"":17,""max"":19,""center"":17.91,""count"":11,""fraction"":0.01246}]"
121,4,59,Mute Ensemble 2,ACC3,BRASS,False,False,863,3,36,LIMITED,22.0,68.0,83.0,94.0,103.0,114.0,127.0,55.0,69.0,76.0,37.7,58.0,295.9,0.051,0.302,0.986,[]
121,4,60,Horns & Ensemble,ACC3,BRASS,False,False,860,4,49,LIMITED,27.0,60.0,72.75,94.0,110.0,124.0,127.0,48.9,60.0,67.0,30.0,76.0,1151.0,0.067,0.609,1.016,[]
121,5,36,SlapPick Bass RX,BASS,BASS,True,False,859,2,21,FALLBACK,4.0,68.0,72.0,94.0,111.0,111.0,127.0,33.0,48.0,101.0,12.0,44.0,140.0,0.229,0.479,0.972,"[{""min"":99,""max"":108,""center"":100.74,""count"":357,""fraction"":0.4156}]"
121,1,23,Fisa Tango!,ACC3,ORGAN,False,False,857,1,13,FALLBACK,23.0,64.6,76.0,87.0,99.0,108.0,114.0,69.0,74.0,81.0,13.0,19.0,66.0,0.115,0.502,6.0,[]
121,2,60,French Section,ACC1,BRASS,False,False,854,2,22,FALLBACK,48.0,66.0,76.0,85.0,95.0,107.0,126.0,55.0,60.0,67.0,34.0,40.0,348.0,0.139,0.37,1.0,[]
121,8,28,Clean Funk,ACC2,GUITAR,False,False,843,3,12,LIMITED,17.0,28.0,38.0,70.0,108.0,116.0,120.0,52.0,58.0,64.0,14.0,22.0,43.0,0.156,0.365,1.583,[]
121,8,81,Phat Saw Lead,ACC3,SYNTH_LEAD,False,False,834,1,21,FALLBACK,45.0,55.0,61.0,65.0,69.0,72.0,82.0,60.0,64.0,67.0,11.0,17.0,21.0,0.078,0.136,0.327,[]
121,6,80,Sine Wave,ACC3,SYNTH_LEAD,False,False,834,1,8,FALLBACK,1.0,37.0,73.0,79.0,84.0,85.7,117.0,45.0,53.0,75.0,47.0,769.0,50081.8,0.373,1.0,5.807,"[{""min"":0,""max"":11,""center"":5.63,""count"":41,""fraction"":0.04916},{""min"":32,""max"":32,""center"":32.0,""count"":13,""fraction"":0.01559},{""min"":110,""max"":116,""center"":113.38,""count"":16,""fraction"":0.01918}]"
121,6,57,Trombone Expr. 1,ACC4,BRASS,False,False,821,3,23,LIMITED,23.0,47.0,90.0,110.0,111.0,115.0,118.0,55.0,60.0,64.0,31.0,63.0,271.2,0.086,0.164,0.961,[]
121,10,61,Trombone Ens.,ACC4,BRASS,False,False,820,2,23,FALLBACK,34.0,62.0,84.0,94.0,104.0,110.0,126.0,60.0,67.0,72.0,14.0,34.0,116.0,0.083,0.688,1.643,[]
121,19,56,Concert Trumpet,ACC3,BRASS,False,False,820,2,37,FALLBACK,32.0,62.0,67.0,80.0,100.0,115.0,127.0,55.0,62.0,72.0,16.0,44.0,182.0,0.229,0.571,0.988,[]
121,5,37,The Other Slap,BASS,BASS,False,False,819,2,24,FALLBACK,22.0,73.0,83.0,92.0,104.0,113.2,127.0,31.0,39.0,48.0,29.0,65.0,190.2,0.397,0.853,1.104,"[{""min"":121,""max"":124,""center"":123.0,""count"":14,""fraction"":0.01709}]"
121,10,48,Symphonic Bows,ACC4,ENSEMBLE,False,False,817,2,34,FALLBACK,15.0,41.0,63.0,80.0,105.0,119.0,127.0,57.0,65.0,76.4,12.0,190.0,1069.0,0.089,0.999,2.712,[]
121,1,7,Pulse Clav,ACC2,PIANO,False,False,812,2,18,FALLBACK,32.0,56.0,56.0,65.0,80.0,97.0,127.0,48.0,62.0,69.0,12.0,12.0,116.8,0.125,0.125,0.844,[]
121,8,33,Chorus Fing.Bass,BASS,BASS,False,False,797,1,25,FALLBACK,55.0,63.0,75.0,90.0,97.0,106.0,127.0,36.0,43.0,57.0,24.0,54.0,144.0,0.396,0.807,1.25,[]
121,1,60,French Horn 2,ACC1,BRASS,False,False,796,2,34,FALLBACK,49.0,76.0,82.0,97.0,112.0,127.0,127.0,55.0,60.0,67.0,24.0,75.0,328.0,0.184,0.969,1.176,[]
121,0,106,Shamisen GM,ACC2,ETHNIC,False,False,791,2,16,FALLBACK,33.0,76.0,81.0,99.0,100.0,126.0,127.0,58.0,72.0,73.0,17.0,27.0,40.0,0.406,0.5,0.844,"[{""min"":48,""max"":58,""center"":53.08,""count"":86,""fraction"":0.10872}]"
121,5,39,Jungle Rez,BASS,BASS,False,False,786,4,42,LIMITED,59.0,68.0,72.25,100.0,111.0,125.0,127.0,24.0,40.0,44.0,16.0,23.0,104.0,0.292,0.479,0.948,[]
121,4,30,Power Chords,ACC3,GUITAR,False,False,767,3,40,LIMITED,36.0,89.0,96.0,107.0,122.0,124.0,124.0,46.0,48.0,96.0,15.0,20.0,689.6,0.172,0.458,1.25,"[{""min"":84,""max"":84,""center"":84.0,""count"":46,""fraction"":0.05997},{""min"":96,""max"":103,""center"":96.15,""count"":136,""fraction"":0.17731}]"
121,4,25,Steel Guitar 2,ACC1,GUITAR,False,False,760,2,25,FALLBACK,24.0,44.0,49.0,78.0,88.0,95.0,127.0,51.0,60.0,65.0,46.0,141.5,549.0,0.876,1.913,6.369,[]
121,2,59,Wah Trumpet,ACC3,BRASS,False,False,757,5,27,GOOD,18.0,64.0,76.0,90.0,108.0,118.0,127.0,60.0,65.0,72.0,19.0,30.0,108.0,0.109,0.333,0.958,[]
121,3,26,Club Jazz Gtr 2,ACC1,GUITAR,False,False,753,3,34,LIMITED,48.0,91.0,100.0,100.0,108.0,115.0,126.0,55.0,62.0,69.0,35.0,65.0,367.0,0.147,0.797,1.024,[]
121,4,16,Organ Low 1 V.,BASS,ORGAN,False,False,751,6,43,GOOD,44.0,66.0,85.0,98.0,102.0,111.0,127.0,43.0,67.0,83.0,30.0,68.0,202.0,0.146,0.484,0.969,[]
121,6,28,Clean Mute Gtr,ACC2,GUITAR,False,False,748,2,30,FALLBACK,56.0,84.0,87.0,100.0,100.0,127.0,127.0,48.0,55.0,57.0,20.0,31.0,49.3,0.229,0.333,0.594,[]
121,32,61,Big Band Brass 1,ACC5,BRASS,False,False,743,1,29,FALLBACK,87.0,97.0,110.0,111.0,116.0,121.0,127.0,52.0,60.0,72.0,48.0,48.0,191.8,0.031,0.261,1.0,[]
121,5,50,Analog Strings 1,ACC5,ENSEMBLE,False,False,738,17,83,GOOD,1.0,19.7,40.0,56.0,70.0,86.0,127.0,52.0,60.0,69.0,48.0,766.0,3070.0,0.167,0.997,1.021,[]
121,2,49,Full Strings,ACC5,ENSEMBLE,False,False,736,6,68,GOOD,20.0,50.0,80.0,85.0,85.0,97.5,118.0,55.0,63.0,79.0,139.0,759.0,1535.0,0.969,0.997,2.0,[]
121,18,16,Drawbars Fast V.,ACC5,ORGAN,False,False,730,5,22,GOOD,15.0,54.0,64.0,82.0,99.0,105.0,122.0,60.0,70.0,79.0,13.0,94.0,211.0,0.07,0.838,3.34,[]
121,3,7,Clav Snap,ACC2,PIANO,False,False,726,2,19,FALLBACK,21.0,44.0,55.0,66.0,78.0,89.0,110.0,36.0,48.0,62.0,17.0,30.0,55.5,0.156,0.438,0.736,[]
121,0,35,Fretless Bass GM,BASS,BASS,False,False,715,4,44,LIMITED,32.0,70.0,88.0,97.0,127.0,127.0,127.0,24.0,36.0,83.0,36.0,191.0,48997.0,0.203,0.812,4.0,"[{""min"":6,""max"":11,""center"":8.11,""count"":36,""fraction"":0.05035},{""min"":66,""max"":71,""center"":67.79,""count"":33,""fraction"":0.04615},{""min"":83,""max"":83,""center"":83.0,""count"":14,""fraction"":0.01958},{""min"":101,""max"":101,""center"":101.0,""count"":18,""fraction"":0.02517},{""min"":110,""max"":116,""center"":114.03,""count"":37,""fraction"":0.05175}]"
121,8,4,R&B E. Piano,ACC1,PIANO,False,False,710,3,26,LIMITED,21.0,56.0,66.0,74.0,74.0,76.0,127.0,53.0,60.0,65.0,12.0,34.0,96.0,0.033,0.256,0.727,[]
121,5,5,Syn Piano X,ACC1,PIANO,False,False,708,3,29,LIMITED,11.0,52.0,60.0,70.0,80.25,90.0,107.0,34.0,55.0,65.0,5.0,43.5,455.0,0.104,0.625,2.0,"[{""min"":30,""max"":34,""center"":33.64,""count"":107,""fraction"":0.15113}]"
121,3,50,Analog Velve,ACC3,ENSEMBLE,False,False,702,7,72,GOOD,7.0,33.1,52.25,77.0,98.0,104.0,127.0,53.0,61.0,75.0,34.0,709.0,3070.0,0.354,1.0,1.75,[]
121,0,5,E. Piano 2 GM,ACC1,PIANO,False,False,691,3,16,LIMITED,40.0,64.0,64.0,64.0,82.0,93.0,115.0,51.0,60.0,64.0,14.0,32.0,510.5,0.09,0.312,1.194,[]
121,0,27,Clean Guitar GM,ACC2,GUITAR,False,False,672,1,13,FALLBACK,47.0,77.0,86.0,100.0,110.0,117.8,127.0,53.0,60.0,67.0,64.0,84.0,117.0,0.281,0.49,4.833,[]
121,12,91,Pop Synth Pad 2,ACC1,SYNTH_PAD,False,False,652,2,20,FALLBACK,89.0,108.0,110.0,110.0,111.0,112.0,115.0,55.0,60.0,67.0,94.0,190.0,838.0,0.95,0.99,3.365,[]
121,5,38,30303 Bass,ACC4,BASS,False,False,652,1,17,FALLBACK,21.0,45.0,52.0,62.0,74.0,87.0,105.0,32.0,36.0,36.0,24.0,33.0,41.0,0.375,0.516,0.641,[]
121,11,21,Sweet Musette,ACC3,ACCORDION_REED,False,False,631,2,23,FALLBACK,46.0,66.0,80.0,87.0,95.0,103.0,127.0,60.0,67.0,72.0,19.0,40.0,154.0,0.122,0.391,0.989,[]
121,24,27,'54 E. Guitar,ACC1,GUITAR,False,False,627,1,14,FALLBACK,54.0,67.0,74.0,92.0,102.0,109.0,115.0,60.0,65.0,101.0,23.0,88.0,129.0,0.247,0.261,1.0,"[{""min"":100,""max"":101,""center"":100.47,""count"":154,""fraction"":0.24561}]"
121,3,71,Section Winds 1,ACC4,REED,False,False,619,1,22,FALLBACK,26.0,62.0,75.0,98.0,109.0,117.0,127.0,72.0,79.0,88.0,26.0,40.0,162.2,0.314,0.609,0.953,[]
121,1,11,Vibrap. Wide,ACC2,CHROMATIC_PERC,False,False,619,5,32,GOOD,31.0,69.6,80.0,90.0,102.0,105.0,114.0,60.0,67.0,75.0,20.0,42.0,576.8,0.087,0.7,1.023,[]
121,2,7,Clav Wah RX,ACC3,PIANO,True,False,611,1,15,FALLBACK,14.0,43.0,54.0,64.0,76.0,87.0,111.0,43.0,55.0,60.0,19.0,30.0,86.0,0.104,0.438,0.766,[]
121,5,65,Sweet Alto Sax 1,ACC4,REED,False,False,609,2,16,FALLBACK,76.0,86.0,106.0,114.0,118.0,122.2,127.0,57.0,64.0,72.0,37.0,63.0,559.0,0.245,0.833,0.995,[]
121,7,25,Finger Key Off,ACC2,GUITAR,False,False,605,1,16,FALLBACK,26.0,54.0,62.0,74.0,87.0,99.0,111.0,55.0,60.0,65.0,32.0,120.0,332.4,0.542,2.0,4.312,[]
121,3,39,Attack Pulse,BASS,BASS,False,False,603,2,28,FALLBACK,66.0,98.2,106.0,107.0,124.0,126.0,127.0,28.0,36.0,36.0,24.0,64.0,111.8,0.201,0.531,0.806,[]
121,0,100,Brightness GM,ACC3,SYNTH_FX,False,False,598,1,21,FALLBACK,62.0,84.8,94.0,94.0,98.0,108.0,110.0,60.0,64.0,71.0,46.0,263.0,479.0,0.469,0.913,1.432,[]
121,0,45,Pizzicato Str.GM,ACC3,STRINGS,False,False,596,3,35,LIMITED,52.0,76.0,90.0,110.0,120.0,126.0,126.0,31.0,49.0,72.0,14.0,28.0,118.0,0.052,0.412,0.772,[]
121,0,8,Celesta GM,ACC4,CHROMATIC_PERC,False,False,594,3,40,LIMITED,25.0,60.3,73.0,85.0,98.0,109.0,126.0,58.3,87.0,93.0,14.0,27.0,83.0,0.109,0.339,1.0,[]
121,15,56,Trumpet Expr.1,ACC4,BRASS,False,False,584,3,36,LIMITED,80.0,94.0,101.0,110.0,112.0,122.0,127.0,63.0,72.0,77.0,47.0,47.0,239.0,0.124,0.344,0.995,[]
121,12,25,Reso. Guitar,ACC3,GUITAR,False,False,577,1,20,FALLBACK,62.0,76.0,82.0,86.0,102.0,114.0,122.0,43.0,46.0,57.0,38.0,86.0,200.8,0.358,0.818,1.265,[]
121,4,81,Seq. Analog,ACC5,SYNTH_LEAD,False,False,575,2,30,FALLBACK,82.0,90.0,100.0,109.0,115.0,115.0,115.0,55.0,63.0,70.0,24.0,37.0,96.0,0.182,0.25,0.5,[]
121,28,21,Steirisch.Akk.4,ACC5,ACCORDION_REED,False,False,573,2,24,FALLBACK,50.0,74.0,86.0,94.0,102.0,109.6,122.0,55.0,64.0,72.0,25.0,42.0,315.0,0.156,0.477,1.0,[]
121,3,107,Kanoun Trem. 2,ACC1,ETHNIC,False,False,573,1,13,FALLBACK,1.0,94.0,108.0,108.0,108.0,108.0,127.0,52.0,59.0,64.0,10.0,54.0,384.0,0.25,0.469,0.959,[]
121,1,4,Detuned EP 1,ACC1,PIANO,False,False,572,4,18,LIMITED,21.0,44.0,57.0,68.0,80.0,113.0,127.0,55.0,64.0,70.0,15.0,48.0,660.1,0.076,0.375,0.995,[]
121,1,73,Jazz Flute Expr.,ACC3,PIPE,False,False,570,3,24,LIMITED,44.0,64.0,80.0,90.0,95.0,103.0,126.0,67.0,76.0,84.0,28.0,47.0,187.0,0.145,0.54,0.974,[]
121,4,17,Organ Low Pc. V.,ACC5,ORGAN,False,False,557,7,25,GOOD,1.0,49.6,66.0,81.0,90.0,105.0,127.0,58.6,67.0,76.0,14.0,67.0,250.0,0.056,0.769,1.329,[]
121,14,61,Dyna Brass 1,ACC5,BRASS,False,False,557,3,23,LIMITED,26.0,60.6,80.0,100.0,107.0,127.0,127.0,56.0,63.0,79.0,27.0,42.0,120.0,0.099,0.737,2.353,[]
121,9,32,Jazz Bass,BASS,BASS,False,False,549,1,29,FALLBACK,81.0,115.0,115.0,115.0,115.0,117.0,127.0,36.0,43.0,48.0,126.4,184.0,192.0,0.832,0.958,1.0,[]
121,2,4,EP1 Veloc.sw,ACC1,PIANO,False,False,545,3,34,LIMITED,31.0,60.0,70.0,70.0,79.0,84.0,102.0,51.0,62.0,68.0,24.0,188.0,863.2,0.135,0.866,1.0,[]
121,10,16,BX3 Rock 1 V.,ACC3,ORGAN,False,False,542,2,17,FALLBACK,30.0,60.1,74.0,87.0,102.0,114.0,127.0,62.0,76.0,88.0,16.0,81.5,362.0,0.128,0.984,4.068,[]
121,2,73,Flute Switch,ACC5,PIPE,False,False,537,2,13,FALLBACK,27.0,60.0,60.0,70.0,84.0,105.0,127.0,67.0,75.0,84.0,17.0,60.0,127.0,0.275,0.914,1.235,[]
121,34,61,Trpts &Trombs,ACC3,BRASS,False,False,536,3,21,LIMITED,69.0,95.0,105.0,109.0,109.0,115.0,127.0,55.0,63.0,72.0,38.0,72.0,286.0,0.132,0.458,1.01,[]
121,1,17,Det. Perc. Organ,ACC2,ORGAN,False,False,523,2,20,FALLBACK,30.0,49.0,59.0,72.0,80.0,87.0,108.0,64.0,74.0,79.0,11.0,29.0,191.0,0.036,0.333,0.897,[]
121,2,105,Oud 2,ACC2,ETHNIC,False,False,523,1,22,FALLBACK,59.0,74.0,84.0,87.0,108.0,125.0,127.0,45.0,60.0,67.0,34.0,80.0,191.0,0.307,0.885,1.271,[]
121,30,61,Brass of Power,ACC4,BRASS,False,False,522,4,28,LIMITED,70.0,88.0,97.0,105.0,114.0,120.0,127.0,60.0,68.0,77.0,20.0,22.0,53.0,0.053,0.229,0.933,[]
121,0,66,Tenor Sax GM,ACC4,REED,False,False,511,1,9,FALLBACK,62.0,74.0,80.0,91.0,99.0,107.0,107.0,50.0,62.0,69.0,17.0,28.0,184.0,0.222,0.778,4.0,[]
121,9,27,L&R E.Guitar 1,ACC1,GUITAR,False,False,507,3,38,LIMITED,24.0,54.0,64.0,78.0,94.0,106.0,117.0,55.0,60.0,67.0,18.0,122.0,767.0,0.031,0.925,4.966,[]
121,4,1,Piano & Pad,ACC1,SYNTH_PAD,False,False,497,4,23,LIMITED,39.0,69.0,82.0,90.0,102.0,106.0,124.0,54.2,64.0,72.0,32.0,96.0,760.0,0.177,0.383,1.72,[]
121,0,25,Steel Guitar GM,ACC3,GUITAR,False,False,493,2,11,FALLBACK,23.0,74.0,82.0,87.0,93.0,97.8,115.0,52.0,60.0,67.0,22.0,183.0,439.4,0.154,0.552,2.944,"[{""min"":100,""max"":101,""center"":100.45,""count"":40,""fraction"":0.08114}]"
121,2,58,Tuba Gold,BASS,BRASS,False,False,492,1,26,FALLBACK,65.0,87.1,102.0,116.0,127.0,127.0,127.0,31.0,36.0,43.0,33.0,47.0,73.0,0.208,0.383,0.734,[]
121,5,27,Proces.E.Guitar,ACC5,GUITAR,False,False,488,2,24,FALLBACK,84.0,92.0,94.75,98.0,105.0,127.0,127.0,55.0,62.0,70.0,38.7,581.0,1272.0,0.667,1.0,4.232,[]
121,6,39,Nasty Bass,BASS,BASS,False,False,487,1,14,FALLBACK,48.0,88.0,106.0,118.0,124.0,127.0,127.0,29.0,36.0,55.0,10.0,26.0,122.0,0.362,0.958,2.25,[]
121,8,65,Alto Sax Pro,ACC3,REED,False,False,481,1,14,FALLBACK,57.0,74.0,85.0,100.0,111.0,122.0,127.0,51.0,60.0,67.0,53.0,76.0,343.0,0.207,0.87,1.0,[]
121,2,52,Ooh Voices,ACC3,ENSEMBLE,False,False,478,5,25,GOOD,46.0,69.0,76.0,83.0,96.0,102.0,127.0,55.0,63.0,75.0,11.0,318.0,767.0,0.057,0.99,1.029,[]
121,5,35,Dark R&B Bass2,BASS,BASS,False,False,478,3,50,LIMITED,66.0,92.0,100.0,105.0,108.0,116.0,127.0,25.0,36.0,40.0,24.0,94.0,190.0,0.33,0.656,0.99,[]
121,4,52,Take Voices 1,ACC5,ENSEMBLE,False,False,470,2,29,FALLBACK,50.0,66.0,80.0,89.0,99.0,120.0,127.0,59.0,63.0,78.0,44.0,175.0,867.9,0.289,1.0,3.104,[]
121,2,90,Sky Watcher,ACC1,SYNTH_PAD,False,False,469,2,14,FALLBACK,42.0,76.0,97.0,110.0,122.0,126.0,127.0,48.0,60.0,72.0,17.8,46.0,48.0,0.113,0.396,1.0,"[{""min"":34,""max"":36,""center"":35.6,""count"":10,""fraction"":0.02132}]"
121,14,38,Auto Pilot 1,ACC4,BASS,False,False,467,1,10,FALLBACK,7.0,31.6,55.0,60.0,67.0,71.0,127.0,48.0,63.0,72.0,8.0,22.0,48.0,0.229,0.458,1.0,[]
121,2,31,E.Gtr Harmonics,ACC2,GUITAR,False,False,460,1,13,FALLBACK,127.0,127.0,127.0,127.0,127.0,127.0,127.0,48.0,55.0,55.0,20.0,28.0,58.0,0.15,0.25,5.0,[]
121,28,27,Real El. Gtr ST1,ACC2,GUITAR,False,False,451,1,5,FALLBACK,28.0,51.0,58.0,70.0,95.0,100.0,105.0,48.0,60.0,98.0,34.0,50.0,149.0,0.385,0.955,1.472,"[{""min"":97,""max"":108,""center"":98.84,""count"":70,""fraction"":0.15521}]"
121,9,18,BX3 Jazz Pc. V.,ACC5,ORGAN,False,False,451,2,13,FALLBACK,14.0,47.0,47.0,64.0,94.0,114.0,127.0,55.0,72.0,79.0,20.0,98.0,765.0,0.156,1.0,3.5,[]
121,9,0,Grand&MovingPad,ACC1,SYNTH_PAD,False,False,444,4,14,LIMITED,64.0,86.0,90.0,94.0,105.25,114.0,127.0,58.0,67.0,72.0,48.0,94.0,1152.0,0.25,0.927,1.333,[]
121,5,7,Clav RX,ACC2,PIANO,True,False,438,1,11,FALLBACK,27.0,64.0,76.0,96.0,105.0,111.0,127.0,48.0,55.0,67.0,14.0,21.0,36.0,0.234,0.4,0.778,[]
121,5,71,Clarinet Ens.,ACC3,REED,False,False,436,3,27,LIMITED,1.0,47.0,74.0,94.0,98.0,112.0,126.0,64.0,72.0,77.0,15.0,65.0,189.0,0.271,0.905,2.167,"[{""min"":1,""max"":1,""center"":1.0,""count"":12,""fraction"":0.02752}]"
121,11,89,Vintage Pad,ACC3,SYNTH_PAD,False,False,433,1,26,FALLBACK,42.0,58.0,72.0,80.0,94.0,108.0,110.0,65.4,75.0,79.0,28.0,120.0,762.0,0.125,0.891,0.99,[]
121,2,1,Piano Pad 1,ACC1,SYNTH_PAD,False,False,432,1,12,FALLBACK,60.0,82.0,88.0,92.0,100.0,106.0,122.0,55.0,60.0,67.0,24.0,60.0,558.4,0.164,0.739,0.927,"[{""min"":36,""max"":36,""center"":36.0,""count"":10,""fraction"":0.02315}]"
