msb,lsb,program,sound,role,family,rx,dnc,notes,styles,segments,grade,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,k_p10,k_p50,k_p90,dur_p10,dur_p50,dur_p90,gate_p10,gate_p50,gate_p90,special_clusters
121,32,24,Nylon Gtr Pro2,ACC4,GUITAR,False,False,122,1,1,FALLBACK,26.0,31.0,39.0,48.0,68.0,73.0,84.0,55.0,62.0,126.0,28.1,94.0,190.0,0.417,0.979,1.979,"[{""min"":40,""max"":40,""center"":40.0,""count"":2,""fraction"":0.01639},{""min"":103,""max"":114,""center"":106.04,""count"":23,""fraction"":0.18852},{""min"":126,""max"":127,""center"":126.33,""count"":18,""fraction"":0.14754}]"
121,31,16,Tibia & Kinura,ACC2,ORGAN,False,False,121,1,2,FALLBACK,25.0,43.0,45.0,51.0,56.0,58.0,61.0,60.0,64.0,70.0,27.0,27.0,191.0,0.141,0.281,1.958,[]
121,3,61,Mute Ensemble 1,ACC1,BRASS,False,False,121,1,2,FALLBACK,49.0,61.0,67.0,76.0,84.0,90.0,114.0,51.0,62.0,67.0,1399.0,3072.0,9302.6,2.453,5.925,7.938,"[{""min"":7,""max"":8,""center"":7.5,""count"":4,""fraction"":0.03306},{""min"":32,""max"":32,""center"":32.0,""count"":2,""fraction"":0.01653},{""min"":116,""max"":116,""center"":116.0,""count"":2,""fraction"":0.01653}]"
121,0,95,Sweep Pad GM,ACC4,SYNTH_PAD,False,False,120,1,8,FALLBACK,61.0,74.0,78.0,84.0,93.0,105.0,114.0,36.0,58.0,64.1,573.0,859.0,2232.1,0.993,1.0,2.284,[]
121,12,52,Choir Light,ACC3,ENSEMBLE,False,False,119,1,9,FALLBACK,38.0,46.0,54.0,70.0,101.0,109.0,126.0,58.8,71.0,71.0,10.0,24.0,575.6,0.007,0.125,1.005,[]
121,1,88,Virtual Traveler,ACC2,SYNTH_PAD,False,False,119,1,4,FALLBACK,52.0,84.0,95.0,95.0,100.0,100.0,100.0,55.0,63.0,72.4,190.0,479.0,1650.0,0.99,1.016,3.374,[]
121,28,16,Tibia & Vox,ACC5,ORGAN,False,False,117,1,2,FALLBACK,59.0,61.0,74.0,79.0,84.0,87.0,93.0,60.0,63.0,70.0,21.0,28.0,211.4,0.109,0.219,1.99,[]
121,4,55,Brass Impact,ACC4,ENSEMBLE,False,False,116,2,15,FALLBACK,100.0,114.0,114.0,116.0,116.0,127.0,127.0,60.0,71.0,72.0,21.0,114.5,363.0,0.069,0.823,0.945,"[{""min"":58,""max"":60,""center"":59.89,""count"":55,""fraction"":0.47414}]"
121,7,71,Folk Clarinet,ACC3,REED,False,False,116,2,7,FALLBACK,73.0,87.0,92.75,107.0,113.0,119.0,120.0,63.0,71.0,78.0,27.0,42.5,65.0,0.349,1.022,1.333,[]
121,6,34,Bass&Gtr Double,BASS,BASS,False,False,115,1,4,FALLBACK,56.0,85.0,94.0,100.0,100.0,104.0,111.0,31.0,36.0,36.6,31.0,47.0,93.6,0.158,0.646,0.979,[]
121,15,16,Organ Low 2 V.,ACC2,ORGAN,False,False,113,1,3,FALLBACK,65.0,85.0,93.0,105.0,115.0,121.0,127.0,64.0,67.0,72.0,38.0,50.0,294.4,0.081,0.323,0.925,[]
121,22,61,Dyna Brass 2,ACC3,BRASS,False,False,112,1,2,FALLBACK,36.0,75.7,93.0,101.5,110.25,112.0,112.0,58.0,68.5,81.0,7.0,51.5,127.0,0.105,0.875,0.992,[]
121,4,67,Baritone Sax 2,ACC4,REED,False,False,110,1,3,FALLBACK,50.0,69.0,75.0,92.0,109.0,120.0,127.0,36.0,60.0,70.0,23.0,47.0,101.0,0.039,0.952,1.257,"[{""min"":36,""max"":36,""center"":36.0,""count"":12,""fraction"":0.10909}]"
121,32,0,Grand Piano,ACC1,PIANO,False,False,109,4,4,LIMITED,61.0,71.8,76.0,84.0,91.0,95.0,109.0,55.0,67.0,74.4,34.2,81.0,384.6,0.247,0.914,2.156,[]
121,3,57,Hard Trombone,ACC1,BRASS,False,False,104,1,2,FALLBACK,58.0,72.0,74.0,97.0,112.0,118.0,122.0,51.0,58.5,64.0,101.2,1348.0,4049.2,0.328,3.431,7.05,[]
121,15,52,Femal Scat,ACC4,ENSEMBLE,False,False,102,1,2,FALLBACK,83.0,83.0,83.0,90.0,95.0,95.0,113.0,53.0,60.0,67.0,168.0,383.0,767.0,0.975,0.997,1.997,[]
121,9,66,Jazz Tenor 1,ACC5,REED,False,False,102,1,11,FALLBACK,44.0,73.0,81.0,95.0,100.0,109.0,109.0,48.0,56.0,65.0,58.0,120.0,284.5,0.268,0.93,1.0,[]
121,23,16,Theatre Organ 2,ACC4,ORGAN,False,False,100,1,4,FALLBACK,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,64.0,72.0,16.9,41.0,98.0,0.491,2.056,4.765,[]
121,0,54,Synth Voice GM,ACC4,ENSEMBLE,False,False,96,1,2,FALLBACK,81.0,81.0,81.0,81.0,81.0,81.0,81.0,48.0,53.5,58.0,40.0,40.0,40.0,0.208,0.208,0.208,[]
121,1,15,Santur,ACC4,CHROMATIC_PERC,False,False,96,1,2,FALLBACK,42.0,54.0,57.75,65.0,69.0,72.0,75.0,50.0,57.0,60.0,24.5,29.0,34.0,0.065,0.24,0.354,[]
121,8,16,Jazz Organ,ACC3,ORGAN,False,False,94,1,3,FALLBACK,64.0,68.0,72.0,75.0,79.5,96.0,96.0,69.0,76.0,83.4,16.0,34.0,84.0,0.312,0.643,1.067,[]
121,7,57,Trombone Expr. 2,ACC1,BRASS,False,False,93,1,2,FALLBACK,46.0,60.4,72.0,80.0,86.0,91.6,101.0,45.0,59.0,67.0,50.0,305.5,4587.0,0.21,0.72,0.934,[]
121,6,5,Stereo Dig. EP,ACC3,PIANO,False,False,93,1,3,FALLBACK,43.0,44.0,44.0,44.0,45.0,56.2,60.0,55.0,60.0,67.0,20.0,34.0,239.2,0.072,0.161,0.812,[]
121,0,94,Halo Pad GM,ACC4,SYNTH_PAD,False,False,88,1,8,FALLBACK,54.0,62.0,66.0,86.0,109.0,118.6,127.0,58.7,64.0,70.0,25.7,46.0,468.3,0.03,0.611,0.984,[]
121,2,17,Perc. Organ 2,ACC2,ORGAN,False,False,87,1,3,FALLBACK,71.0,74.0,87.0,97.0,108.0,120.4,127.0,67.0,74.0,79.0,42.0,60.0,272.0,0.067,0.292,0.938,[]
121,1,93,Cosmic,ACC2,SYNTH_PAD,False,False,86,1,15,FALLBACK,62.0,62.0,64.0,69.0,79.0,110.0,110.0,75.5,80.5,88.0,191.0,198.0,1536.5,0.89,1.012,1.031,[]
121,1,126,Laughing,ACC3,SFX,False,False,85,1,11,FALLBACK,18.0,34.0,37.0,54.0,77.0,79.0,93.0,49.0,52.0,58.0,18.0,29.0,66.0,0.079,0.189,0.444,"[{""min"":73,""max"":73,""center"":73.0,""count"":8,""fraction"":0.09412}]"
121,32,27,Real El.Gtr ST2,ACC4,GUITAR,False,False,85,1,1,FALLBACK,13.0,34.0,39.0,40.0,50.0,54.8,61.0,46.0,55.0,64.0,48.0,48.0,816.6,1.0,1.0,1.0,[]
121,3,2,90's Piano,ACC1,PIANO,False,False,84,1,5,FALLBACK,47.0,62.6,64.0,71.5,82.0,87.0,94.0,60.0,67.0,74.0,47.0,366.5,1124.9,0.566,0.924,2.23,"[{""min"":48,""max"":48,""center"":48.0,""count"":5,""fraction"":0.05952}]"
121,0,13,Xylophone GM,ACC2,CHROMATIC_PERC,False,False,82,1,6,FALLBACK,58.0,64.0,72.0,86.0,108.0,108.0,114.0,72.0,77.0,86.0,16.0,25.5,53.4,0.097,0.375,0.871,"[{""min"":63,""max"":64,""center"":63.5,""count"":8,""fraction"":0.09756}]"
121,4,64,Sweet Soprano 2,ACC5,REED,False,False,81,1,4,FALLBACK,21.0,39.0,68.0,87.0,98.0,110.0,121.0,60.0,62.0,65.0,27.0,40.0,191.0,0.199,0.5,1.019,[]
121,32,18,BX3 Rock 3 V.,ACC4,ORGAN,False,False,81,1,1,FALLBACK,35.0,57.0,72.0,93.0,102.0,109.0,122.0,48.0,65.0,84.0,5.0,13.0,142.0,0.799,1.5,3.333,[]
121,2,11,Vibraphone 2,ACC4,CHROMATIC_PERC,False,False,80,1,7,FALLBACK,66.0,82.0,87.0,95.5,100.0,100.0,114.0,64.0,72.0,76.1,47.0,575.0,1103.1,0.247,0.997,0.998,[]
121,0,98,Crystal GM,ACC2,SYNTH_FX,False,False,77,1,13,FALLBACK,41.0,55.0,71.0,96.0,110.0,112.0,117.0,53.0,65.0,81.0,2.0,60.0,699.6,0.041,0.335,1.289,"[{""min"":53,""max"":53,""center"":53.0,""count"":11,""fraction"":0.14286}]"
121,1,61,Brass Section 2,ACC3,BRASS,False,False,76,1,12,FALLBACK,18.0,56.0,76.0,102.5,112.75,120.0,127.0,62.0,65.5,74.0,12.0,48.0,373.0,0.063,0.853,1.5,[]
121,32,26,Pedal Steel Gtr1,ACC3,GUITAR,False,False,75,1,3,FALLBACK,30.0,52.0,58.0,62.0,74.0,88.0,102.0,60.0,67.0,76.0,398.0,2613.5,9882.4,0.99,2.128,4.979,[]
121,0,86,Fifths Lead GM,ACC3,SYNTH_LEAD,False,False,73,1,3,FALLBACK,87.0,109.2,110.0,111.0,111.0,111.0,123.0,48.0,48.0,59.0,31.0,59.0,105.0,0.426,0.562,0.864,[]
121,5,16,Dark Organ 2 V.,ACC3,ORGAN,False,False,72,1,2,FALLBACK,113.0,113.0,113.0,113.0,113.0,113.0,113.0,63.0,75.5,84.0,26.1,53.0,311.7,0.112,0.211,0.953,"[{""min"":63,""max"":64,""center"":63.5,""count"":24,""fraction"":0.33333}]"
121,0,70,Bassoon GM,ACC3,REED,False,False,72,1,5,FALLBACK,114.0,126.0,126.0,126.0,126.0,126.0,126.0,43.0,48.0,50.0,30.0,32.0,40.0,0.156,0.208,0.371,[]
121,9,81,Glide Lead,ACC4,SYNTH_LEAD,False,False,71,1,11,FALLBACK,21.0,37.0,52.0,62.0,76.0,84.0,96.0,65.0,72.0,80.0,2.0,142.0,766.0,0.984,0.999,1.081,"[{""min"":29,""max"":29,""center"":29.0,""count"":5,""fraction"":0.07042}]"
121,6,18,Super BX Perc.,ACC3,ORGAN,False,False,64,1,1,FALLBACK,55.0,58.3,64.75,75.5,86.25,92.7,117.0,64.0,76.0,88.0,38.0,41.0,46.0,2.824,3.818,5.0,[]
121,8,57,Trombone Vel. 1,ACC5,BRASS,False,False,64,1,2,FALLBACK,102.0,104.0,108.25,113.5,121.0,124.0,127.0,48.0,60.0,63.0,44.0,44.0,44.0,0.114,0.115,0.117,[]
121,9,57,Trombone Vel. 2,ACC2,BRASS,False,False,64,1,9,FALLBACK,70.0,73.6,92.0,98.0,104.0,105.0,112.0,36.0,55.0,64.0,50.0,87.5,639.0,0.065,0.121,0.915,"[{""min"":24,""max"":24,""center"":24.0,""count"":4,""fraction"":0.0625},{""min"":36,""max"":36,""center"":36.0,""count"":5,""fraction"":0.07812},{""min"":72,""max"":72,""center"":72.0,""count"":4,""fraction"":0.0625}]"
121,32,26,Pedal Steel Gtr2,ACC3,GUITAR,False,False,58,1,2,FALLBACK,110.0,110.0,110.0,110.0,110.0,120.0,122.0,67.0,75.0,79.0,157.2,378.0,959.3,0.047,0.922,1.998,[]
121,11,25,Mandolin Trem.,ACC5,GUITAR,False,False,58,1,6,FALLBACK,60.0,60.0,68.0,73.0,78.0,78.0,78.0,76.0,83.0,86.0,93.7,189.0,803.9,0.678,0.977,1.0,[]
121,16,52,Male Scat,ACC4,ENSEMBLE,False,False,57,1,2,FALLBACK,74.0,76.6,83.0,83.0,85.0,85.0,90.0,55.0,60.0,64.0,381.0,639.0,766.0,0.832,0.996,0.997,[]
121,2,20,Small Pipe,ACC2,ORGAN,False,False,56,1,2,FALLBACK,86.0,92.0,95.75,102.0,107.0,113.0,119.0,59.0,64.0,72.0,28.0,33.0,160.0,0.229,0.552,0.688,[]
121,9,73,Flute 2,ACC1,PIPE,False,False,56,1,2,FALLBACK,68.0,77.0,87.0,94.0,108.0,124.0,126.0,72.5,80.5,90.0,30.0,38.0,160.0,0.252,0.396,0.868,[]
121,16,5,FM Stack E.P.,ACC1,PIANO,False,False,56,1,8,FALLBACK,31.0,44.5,52.75,60.0,62.0,65.5,68.0,48.0,52.0,60.0,1119.5,1218.0,1230.0,0.906,0.911,0.915,[]
121,32,4,Vintage EP,ACC1,PIANO,False,False,54,1,1,FALLBACK,32.0,49.3,75.0,87.0,96.0,102.0,116.0,32.0,60.0,68.4,12.9,87.5,48626.1,0.041,0.139,1.781,"[{""min"":8,""max"":8,""center"":8.0,""count"":2,""fraction"":0.03704},{""min"":32,""max"":32,""center"":32.0,""count"":3,""fraction"":0.05556},{""min"":103,""max"":103,""center"":103.0,""count"":2,""fraction"":0.03704}]"
121,22,27,Clean Jazz 1,ACC4,GUITAR,False,False,54,1,2,FALLBACK,92.0,93.0,110.5,122.0,126.0,126.0,127.0,55.9,60.0,60.0,12.0,16.0,1533.0,0.167,0.226,0.472,[]
120,0,35,Jazz Kit RX2,DRUM,DRUM_KIT,True,False,53,1,1,FALLBACK,45.0,76.0,85.0,110.0,121.0,126.8,127.0,22.6,44.0,51.0,20.0,43.0,45.7,0.469,0.896,6.354,"[{""min"":13,""max"":13,""center"":13.0,""count"":2,""fraction"":0.03774},{""min"":22,""max"":25,""center"":23.5,""count"":4,""fraction"":0.07547}]"
121,6,4,Pro Stage EP,ACC1,PIANO,False,False,52,1,2,FALLBACK,58.0,61.0,61.0,66.0,76.0,83.0,91.0,64.0,70.0,76.0,52.0,130.0,588.2,0.488,0.823,1.943,"[{""min"":48,""max"":48,""center"":48.0,""count"":2,""fraction"":0.03846}]"
121,3,37,Dyna Slap Bass,BASS,BASS,False,False,52,1,4,FALLBACK,73.0,74.0,74.0,93.0,115.0,115.0,115.0,30.1,73.5,102.0,62.0,85.0,190.9,0.646,0.974,0.99,"[{""min"":99,""max"":108,""center"":101.85,""count"":26,""fraction"":0.5}]"
121,2,18,Killer B,ACC4,ORGAN,False,False,51,1,3,FALLBACK,36.0,50.0,54.5,67.0,79.5,95.0,115.0,36.0,69.0,86.0,7.0,12.0,49.0,0.627,1.4,2.75,"[{""min"":36,""max"":36,""center"":36.0,""count"":2,""fraction"":0.03922},{""min"":48,""max"":48,""center"":48.0,""count"":2,""fraction"":0.03922},{""min"":57,""max"":60,""center"":58.5,""count"":4,""fraction"":0.07843}]"
121,0,73,Flute GM,ACC1,PIPE,False,False,48,1,4,FALLBACK,72.0,72.0,82.5,105.0,110.5,120.0,120.0,84.0,89.5,96.0,19.0,24.5,37.0,0.539,0.656,0.906,[]
121,1,53,Humming,ACC4,ENSEMBLE,False,False,48,1,2,FALLBACK,99.0,99.0,99.0,99.0,99.0,99.0,99.0,48.0,59.0,72.0,18.0,18.0,18.0,0.015,0.071,0.188,[]
121,4,98,Digi Bell,ACC5,SYNTH_FX,False,False,47,1,6,FALLBACK,87.0,93.0,102.0,123.0,127.0,127.0,127.0,67.0,79.0,84.0,10.8,104.0,575.0,0.124,0.436,1.024,"[{""min"":53,""max"":53,""center"":53.0,""count"":2,""fraction"":0.04255}]"
121,2,64,Soprano Pro,ACC5,REED,False,False,46,1,4,FALLBACK,64.0,68.0,76.5,93.0,100.75,108.0,111.0,70.0,76.0,82.0,23.0,49.0,237.0,0.812,0.987,1.554,[]
121,2,91,Fresh Air 1,ACC5,SYNTH_PAD,False,False,42,3,11,FALLBACK,55.0,55.0,55.0,92.0,97.0,97.0,103.0,55.0,67.0,79.0,17.0,94.5,1532.0,0.654,0.958,0.997,[]
121,0,99,Atmosphere GM,ACC1,SYNTH_FX,False,False,42,2,2,FALLBACK,50.0,50.0,50.0,79.0,87.0,93.0,105.0,52.0,58.0,62.0,14.0,103.5,1505.2,0.043,0.719,0.999,[]
121,0,38,Synth Bass 1 GM,BASS,BASS,False,False,42,1,2,FALLBACK,113.0,113.0,113.0,113.0,115.0,116.0,117.0,36.0,36.0,48.0,13.0,32.0,123.0,0.271,0.536,0.854,"[{""min"":46,""max"":48,""center"":47.22,""count"":18,""fraction"":0.42857}]"
120,0,7,Standard Kit 1,DRUM,DRUM_KIT,False,False,42,1,2,FALLBACK,39.0,47.0,70.0,99.0,111.0,117.0,123.0,36.0,44.0,50.0,1.0,1.0,1.0,0.012,0.024,0.125,"[{""min"":24,""max"":24,""center"":24.0,""count"":4,""fraction"":0.09524}]"
121,32,5,EP Phase,ACC1,PIANO,False,False,41,1,2,FALLBACK,61.0,74.0,80.0,84.0,90.0,96.0,102.0,54.0,60.0,64.0,14.0,61.0,161.0,0.06,0.708,0.933,[]
121,5,98,Moving Bell,ACC5,SYNTH_FX,False,False,41,1,13,FALLBACK,75.0,94.0,99.0,105.0,122.0,127.0,127.0,48.0,60.0,72.0,12.0,18.0,24.0,0.006,0.013,0.152,"[{""min"":60,""max"":64,""center"":61.14,""count"":7,""fraction"":0.17073},{""min"":72,""max"":72,""center"":72.0,""count"":10,""fraction"":0.2439},{""min"":84,""max"":84,""center"":84.0,""count"":2,""fraction"":0.04878}]"
121,19,28,Muted Guitar 2,ACC4,GUITAR,False,False,40,1,2,FALLBACK,93.0,101.9,105.0,108.0,110.0,111.1,114.0,51.0,51.5,52.0,23.0,26.5,34.4,0.154,0.186,0.215,[]
121,8,5,Hybrid EP,ACC1,PIANO,False,False,39,1,3,FALLBACK,65.0,65.0,65.0,69.0,69.0,69.0,69.0,55.0,62.0,67.0,16.0,128.0,448.8,0.083,0.13,2.245,[]
121,11,56,Trumpet Pro 2,ACC5,BRASS,False,False,38,1,5,FALLBACK,78.0,100.0,101.0,108.5,114.25,118.0,126.0,67.0,67.5,84.0,32.0,32.0,120.0,0.05,0.224,0.272,"[{""min"":84,""max"":84,""center"":84.0,""count"":9,""fraction"":0.23684}]"
121,10,57,Trombone Vel. 3,ACC1,BRASS,False,False,36,1,2,FALLBACK,40.0,58.0,70.0,80.0,86.0,106.0,126.0,45.5,60.0,66.5,43.4,72.0,1095.0,0.3,0.75,0.787,[]
121,32,61,Tight Brass 3,ACC3,BRASS,False,False,36,2,4,FALLBACK,88.0,88.0,88.0,90.0,102.0,121.0,124.0,60.0,64.5,72.0,18.0,54.0,88.0,0.926,0.941,0.956,[]
121,2,84,Synchro City,ACC2,SYNTH_LEAD,False,False,36,1,4,FALLBACK,80.0,82.0,90.0,105.0,108.0,112.5,114.0,73.5,77.0,81.5,16.0,189.0,303.0,0.022,0.289,0.983,[]
121,3,66,Tenor Breath,ACC4,REED,False,False,34,1,2,FALLBACK,66.0,67.8,95.0,101.0,103.0,105.7,106.0,48.0,52.0,55.7,60.0,121.0,182.8,0.318,0.938,0.99,"[{""min"":36,""max"":36,""center"":36.0,""count"":2,""fraction"":0.05882}]"
121,32,2,Grand&FM Stack,ACC1,PIANO,False,False,34,1,1,FALLBACK,98.0,98.0,98.0,102.0,104.0,104.0,104.0,55.0,65.5,76.0,32.6,40.0,106.4,0.335,0.771,0.925,[]
121,11,17,Perc. Organ 5 V.,ACC2,ORGAN,False,False,31,1,1,FALLBACK,58.0,68.0,75.0,88.0,104.5,116.0,124.0,60.0,74.0,79.0,34.0,48.0,234.0,0.106,0.194,0.698,[]
121,0,116,Taiko Drum GM,ACC3,PERCUSSIVE,False,False,30,1,10,FALLBACK,119.0,119.0,127.0,127.0,127.0,127.0,127.0,22.0,34.0,55.0,131.0,190.0,190.0,,,,"[{""min"":22,""max"":22,""center"":22.0,""count"":8,""fraction"":0.26667},{""min"":34,""max"":34,""center"":34.0,""count"":8,""fraction"":0.26667},{""min"":55,""max"":55,""center"":55.0,""count"":2,""fraction"":0.06667},{""min"":67,""max"":67,""center"":67.0,""count"":2,""fraction"":0.06667}]"
121,32,4,Studio EP,ACC4,PIANO,False,False,30,1,1,FALLBACK,28.0,48.0,62.5,72.0,75.5,84.3,96.0,55.0,67.0,76.3,11.7,481.0,820.4,0.159,1.0,1.584,[]
121,32,21,Sweet Musette,ACC4,ACCORDION_REED,False,False,27,1,1,FALLBACK,66.0,77.8,85.0,91.0,92.0,98.8,121.0,60.0,64.0,72.0,2.0,2.0,45.4,0.126,0.143,0.159,[]
121,23,4,Bell E. Piano 1,ACC5,PIANO,False,False,24,1,2,FALLBACK,114.0,114.0,114.0,114.0,115.0,115.0,115.0,63.0,72.0,76.0,181.0,371.0,570.0,0.157,1.932,2.953,"[{""min"":63,""max"":64,""center"":63.5,""count"":8,""fraction"":0.33333}]"
121,32,24,Real Nylon Gtr,ACC2,GUITAR,False,False,24,1,1,FALLBACK,54.0,54.0,54.0,54.0,58.0,87.0,87.0,45.0,47.0,68.0,48.0,48.0,48.0,1.0,1.0,1.0,"[{""min"":68,""max"":68,""center"":68.0,""count"":4,""fraction"":0.16667}]"
121,5,61,Sax & Brass,ACC3,BRASS,False,False,23,2,4,FALLBACK,76.0,80.0,84.0,84.0,90.0,90.0,90.0,58.0,64.0,72.0,198.0,759.0,3071.0,0.988,0.991,6.398,[]
121,32,30,Dist. Guitar RX2,ACC4,GUITAR,True,False,21,1,1,FALLBACK,39.0,44.0,47.0,55.0,60.0,79.0,96.0,62.0,62.0,62.0,28.0,39.0,80.0,0.209,0.289,0.618,[]
121,32,25,Steel Guitar 3,ACC2,GUITAR,False,False,21,1,1,FALLBACK,56.0,59.0,69.0,75.0,92.0,92.0,109.0,48.0,52.0,60.0,2.0,112.0,292.0,0.767,1.333,3.385,[]
121,5,27,Soft Jazz Guitar,ACC3,GUITAR,False,False,20,1,1,FALLBACK,56.0,56.0,66.0,78.0,82.0,96.0,96.0,60.0,62.5,65.0,101.0,161.0,208.6,1.578,2.516,3.259,[]
121,3,109,HighlandBagPipes,ACC4,ETHNIC,False,False,20,1,2,FALLBACK,55.0,75.7,91.0,98.5,104.0,110.5,115.0,67.0,72.0,78.1,14.7,49.5,214.2,0.778,1.047,1.21,[]
121,4,63,Big Panner,ACC3,BRASS,False,False,20,1,5,FALLBACK,64.0,64.0,64.0,64.0,64.0,76.4,82.0,55.0,60.0,64.3,734.9,1533.0,1533.0,,,,[]
121,2,97,Reso Down,ACC5,SYNTH_FX,False,False,19,1,6,FALLBACK,39.0,39.0,39.0,39.0,39.0,71.6,86.0,48.0,52.0,58.0,310.4,766.0,1534.0,1.0,1.0,1.0,[]
121,2,45,Pizz. Section,ACC4,STRINGS,False,False,19,1,1,FALLBACK,54.0,70.4,76.0,80.0,84.0,97.2,108.0,69.0,76.0,84.0,11.0,19.0,23.2,0.048,0.188,0.244,[]
121,1,5,Detuned EP 2,ACC1,PIANO,False,False,16,2,4,FALLBACK,49.0,61.5,70.0,70.0,74.75,77.0,79.0,53.5,63.5,70.0,1515.0,1533.5,1534.0,,,,[]
121,1,96,Motion Ocean,ACC5,SYNTH_FX,False,False,16,1,1,FALLBACK,3.0,19.5,29.0,38.5,47.25,52.5,67.0,61.0,64.0,72.0,1.0,31.5,213.5,0.007,0.393,0.95,[]
121,32,27,Chorus Gtr Pro,ACC5,GUITAR,False,False,16,1,1,FALLBACK,72.0,84.0,88.5,94.5,99.75,103.5,105.0,48.0,56.5,64.0,600.0,736.5,1416.0,0.478,0.982,1.012,[]
121,0,24,Nylon Guitar GM,ACC2,GUITAR,False,False,16,1,2,FALLBACK,60.0,62.0,64.0,69.0,73.5,78.0,78.0,60.0,61.5,64.0,2084.2,6430.0,8528.4,2.077,3.259,4.667,[]
121,16,16,Organ Mid V.,ACC5,ORGAN,False,False,16,1,1,FALLBACK,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,74.0,79.0,71.0,75.0,77.0,0.261,0.388,0.401,[]
121,21,16,BX3 Gospel V.,ACC1,ORGAN,False,False,16,1,1,FALLBACK,92.0,92.0,95.0,99.0,105.0,114.0,114.0,76.0,78.5,84.0,30.0,758.0,760.0,0.995,0.995,7.5,[]
121,2,48,60's Strings,ACC3,ENSEMBLE,False,False,15,1,3,FALLBACK,68.0,113.4,116.5,117.0,120.0,121.0,124.0,84.0,87.0,89.0,197.8,383.0,2303.0,0.908,0.992,1.076,[]
121,9,80,Gliding Square,ACC3,SYNTH_LEAD,False,False,14,1,2,FALLBACK,57.0,66.6,72.0,77.5,81.0,82.7,89.0,54.2,62.0,67.8,13.9,18.0,37.5,0.008,0.083,0.875,[]
121,3,1,Piano Pad 2,ACC1,SYNTH_PAD,False,False,13,1,2,FALLBACK,66.0,66.0,66.0,66.0,74.0,74.0,74.0,60.0,64.0,71.6,189.0,620.0,632.2,0.81,0.818,0.822,[]
121,3,63,Brass Pad,ACC4,SYNTH_PAD,False,False,13,1,2,FALLBACK,34.0,42.8,49.0,62.0,69.0,70.8,72.0,55.0,62.0,66.8,41.8,1377.0,4146.4,1.089,2.0,3.999,[]
121,0,15,Dulcimer GM,ACC2,CHROMATIC_PERC,False,False,12,2,2,FALLBACK,76.0,84.3,90.0,97.0,110.5,122.8,127.0,36.0,48.0,55.0,20.1,82.0,102.2,0.071,0.322,1.077,"[{""min"":36,""max"":36,""center"":36.0,""count"":3,""fraction"":0.25}]"
121,32,4,Club E. Piano,ACC1,PIANO,False,False,12,1,1,FALLBACK,74.0,74.0,75.5,84.0,87.0,87.0,87.0,58.0,65.5,72.0,29.3,119.5,477.8,0.199,0.524,0.835,[]
121,16,4,Tremolo Wurly,ACC1,PIANO,False,False,12,1,1,FALLBACK,66.0,69.2,71.0,75.0,77.25,78.9,83.0,50.0,55.0,60.0,21.2,1246.0,1304.9,0.052,0.516,0.975,[]
121,5,126,Footsteps,ACC3,SFX,False,False,11,1,1,FALLBACK,58.0,65.0,65.5,72.0,82.0,89.0,92.0,49.0,61.0,61.0,10.0,17.0,21.0,0.063,0.1,0.558,"[{""min"":49,""max"":49,""center"":49.0,""count"":3,""fraction"":0.27273}]"
121,4,66,Tenor Growl,ACC4,REED,False,False,11,1,3,FALLBACK,91.0,100.0,109.0,113.0,113.0,113.0,113.0,36.0,36.0,43.0,56.0,64.0,188.0,0.175,0.966,1.003,[]
121,2,35,Fretless Bass 3,ACC4,BASS,False,False,9,1,1,FALLBACK,88.0,88.8,91.0,94.0,106.0,113.0,117.0,36.6,51.0,52.2,109.8,195.0,490.6,0.931,0.99,0.998,"[{""min"":43,""max"":43,""center"":43.0,""count"":2,""fraction"":0.22222}]"
121,32,4,Detuned EP 1,ACC1,PIANO,False,False,9,1,1,FALLBACK,62.0,65.2,70.0,70.0,75.0,79.6,90.0,57.6,64.0,70.0,765.0,767.0,768.0,1.0,1.0,1.0,[]
121,17,61,Film Brass,ACC5,BRASS,False,False,9,1,2,FALLBACK,34.0,40.4,42.0,44.0,55.0,55.0,55.0,56.6,64.0,67.4,921.8,2303.0,4607.0,1.0,1.999,3.999,[]
121,2,27,Club Jazz Gtr 1,ACC5,GUITAR,False,False,8,1,1,FALLBACK,72.0,72.0,73.5,79.0,81.0,84.9,87.0,55.0,59.0,64.9,20.0,299.5,511.5,0.198,0.537,0.875,[]
121,32,24,Nylon Slide Pro,ACC2,GUITAR,False,False,7,1,1,FALLBACK,45.0,48.6,53.0,72.0,77.0,80.0,80.0,47.4,57.0,65.4,476.8,626.0,738.0,6.513,6.513,6.513,[]
121,32,0,Classic Piano,ACC1,PIANO,False,False,7,1,1,FALLBACK,73.0,82.0,89.0,91.0,96.5,99.2,101.0,61.0,66.0,69.0,39.2,96.0,813.2,0.19,0.456,0.943,[]
121,20,56,Concert Trp.Pro,ACC4,BRASS,False,False,6,2,2,FALLBACK,115.0,115.0,118.0,127.0,127.0,127.0,127.0,68.0,72.0,84.0,114.0,140.0,563.0,0.977,0.977,0.977,"[{""min"":84,""max"":84,""center"":84.0,""count"":2,""fraction"":0.33333}]"
